vid,Woord,vertaalwoord,role,id
40019017,24,0,o,3170
40019018,1,0,p,584
40019018,2,2,io,129
40019018,3,0,o,3171
40019018,4,7,s,80
40019018,5,2,,11
40019018,6,0,s,79
40019018,7,0,p,253
40019018,8,0,o,145
40019018,9,0,adv,781
40019018,10,0,p,847
40019018,11,2,adv,781
40019018,12,0,p,893
40019018,13,0,adv,781
40019018,14,0,p,3172
40019018,15,0,adv,781
40019018,16,0,p,3173
40019019,1,0,p,3174
40019019,2,6,o,9
40019019,3,0,o,457
40019019,4,0,o,14
40019019,5,7,o,60
40019019,6,0,o,311
40019019,7,0,,14
40019019,8,0,p,974
40019019,9,7,o,9
40019019,10,0,o,975
40019019,11,0,o,136
40019019,12,0,,179
40019019,13,0,o,586
40019020,1,0,p,584
40019020,2,2,io,129
40019020,3,0,s,80
40019020,4,0,s,3175
40019020,5,0,o,5203
40019020,6,0,o,610
40019020,7,1,p,3176
40019020,8,2,o,1002
40019020,9,0,adv,774
40019020,10,1,p,3177
40019021,1,0,p,2406
40019021,2,2,io,129
40019021,3,7,s,80
40019021,4,0,s,79
40019021,5,0,,559
40019021,6,0,p,2408
40019021,7,0,pc,1010
40019021,8,0,p,2822
40019021,9,2,p,1432
40019021,10,0,p,3178
40019021,11,0,o,136
40019021,12,3,o,357
40019021,13,0,p,3179
40019021,14,0,,14
40019021,15,0,p,2979
40019021,16,0,io,237
40019021,17,0,io,3180
40019021,18,0,,14
40019021,19,0,p,3181
40019021,20,0,o,3182
40019021,21,0,adv,105
40019021,22,0,adv,984
40019021,23,0,,14
40019021,24,0,p,3183
40019021,25,0,p,3184
40019021,26,0,o,263
40019022,1,0,p,213
40019022,2,2,,11
40019022,3,0,s,80
40019022,4,0,s,3175
40019022,5,7,o,9
40019022,6,0,o,2194
40019022,7,2,o,3143
40019022,8,0,p,1580
40019022,9,0,p,3185
40019022,10,3,p,326
40019022,11,0,,138
40019022,12,0,p,1363
40019022,13,0,o,3186
40019022,14,0,o,1615
40019023,1,7,s,80
40019023,2,2,,11
40019023,3,0,s,79
40019023,4,0,p,253
40019023,5,7,io,237
40019023,6,0,io,1595
40019023,7,2,io,17
40019023,8,0,,808
40019023,9,0,p,459
40019023,10,0,io,446
40019023,11,0,,331
40019023,12,0,s,3187
40019023,13,0,adv,3188
40019023,14,0,p,1314
40019023,15,1,adv,199
40019023,16,0,adv,60
40019023,17,0,adv,843
40019023,18,0,adv,205
40019023,19,0,adv,400
40019024,1,0,adv,598
40019024,2,0,,11
40019024,3,0,p,459
40019024,4,0,io,446
40019024,5,0,,331
40019024,6,0,pc,1572
40019024,7,0,p,521
40019024,8,0,s,3189
40019024,9,0,adv,163
40019024,10,1,adv,3190
40019024,11,0,adv,3191
40019024,12,0,p,2182
40019024,13,1,,101
40019024,14,0,s,3192
40019024,15,0,p,2182
40019024,16,1,adv,199
40019024,17,0,adv,60
40019024,18,0,adv,843
40019024,19,7,adv,36
40019024,20,0,adv,561
40019025,1,0,p,268
40019025,2,2,,11
40019025,3,0,s,228
40019025,4,0,s,719
40019025,5,0,p,4569
40019025,6,0,adv,282
40019025,7,0,p,201
40019025,8,2,s,444
40019025,9,0,,2981
40019025,10,0,p,4369
40019025,11,0,p,3193
40019026,1,0,p,3194
40019026,2,0,,11
40019026,3,7,s,80
40019026,4,0,s,79
40019026,5,0,p,253
40019026,6,2,io,441
40019026,7,1,adv,1018
40019026,8,0,adv,3195
40019026,9,2,s,155
40019026,10,1,pc,3196
40019026,11,0,p,521
40019026,12,4,adv,651
40019026,13,0,,11
40019026,14,0,adv,3197
40019026,15,0,s,819
40019026,16,1,pc,3198
40019027,1,0,adv,245
40019027,2,0,p,516
40019027,3,7,s,80
40019027,4,0,s,1753
40019027,5,0,p,253
40019027,6,2,io,129
40019027,7,1,p,3310
40019027,8,0,s,1074
40019027,9,3,p,1075
40019027,10,0,o,610
40019027,11,0,,14
40019027,12,0,p,8073
40019027,13,0,o,318
40019027,14,0,s,1284
40019027,15,0,,2981
40019027,16,0,p,1813
40019027,17,0,pc,522
40019028,1,7,s,80
40019028,2,0,,11
40019028,3,0,s,79
40019028,4,0,p,253
40019028,5,2,io,441
40019028,6,0,,808
40019028,7,0,p,459
40019028,8,0,io,446
40019028,9,0,,331
40019028,10,0,,765
40019028,11,1,,228
40019028,12,0,p,3200
40019028,13,0,o,263
40019028,14,0,adv,105
40019028,15,0,adv,209
40019028,16,0,adv,3201
40019028,17,0,,748
40019028,18,0,p,3202
40019028,19,0,s,80
40019028,20,0,s,131
40019028,21,7,s,36
40019028,22,0,s,1472
40019028,23,0,adv,56
40019028,24,0,adv,3203
40019028,25,0,adv,3204
40019028,26,2,adv,17
40019028,27,0,p,8401
40019028,28,1,s,14
40019028,29,0,s,765
40019028,30,0,adv,439
40019028,31,0,adv,1663
40019028,32,0,adv,3206
40019028,33,0,p,3207
40019028,34,0,o,410
40019028,35,0,o,1663
40019028,36,0,o,3208
40019028,37,7,o,36
40019028,38,0,o,244
40019029,1,0,,14
40019029,2,0,s,853
40019029,3,2,s,241
40019029,4,0,p,3083
40019029,5,0,o,3209
40019029,6,0,o,101
40019029,7,0,o,16
40019029,8,0,o,101
40019029,9,0,o,3210
40019029,10,0,o,101
40019029,11,0,o,457
40019029,12,0,o,101
40019029,13,0,o,311
40019029,14,0,o,101
40019029,15,0,o,135
40019029,16,0,o,101
40019029,17,0,o,358
40019029,18,0,o,101
40019029,19,0,o,3211
40019029,20,0,adv,745
40019029,21,7,adv,258
40019029,22,0,adv,3212
40019029,23,0,adv,3213
40019029,24,0,o,3214
40019029,25,1,p,9875
40019029,26,0,,14
40019029,27,0,o,1287
40019029,28,0,o,3166
40019029,29,0,p,3215
40019030,1,0,s,711
40019030,2,0,,11
40019030,3,0,p,9211
40019030,4,0,s,3216
40019030,5,0,pc,3217
40019030,6,0,,14
40019030,7,0,s,3217
40019030,8,0,pc,3216
40020001,1,0,pc,2008
40020001,2,0,,138
40020001,3,0,p,521
40020001,4,0,s,91
40020001,5,0,s,399
40020001,6,0,s,205
40020001,7,0,s,400
40020001,8,0,adv,2388
40020001,9,0,adv,2512
40020001,10,3,s,241
40020001,11,1,p,3383
40020001,12,0,adv,2413
40020001,13,2,adv,3218
40020001,14,0,p,3219
40020001,15,0,o,1741
40020001,16,4,adv,199
40020001,17,7,adv,9
40020001,18,0,adv,3220
40020001,19,2,adv,17
40020002,1,0,p,3221
40020002,2,7,,11
40020002,3,0,adv,288
40020002,4,0,adv,205
40020002,5,0,adv,3222
40020002,6,10,adv,21
40020002,7,0,adv,3223
40020002,8,7,adv,60
40020002,9,0,adv,3224
40020002,10,0,p,3225
40020002,11,2,o,103
40020002,12,0,adv,199
40020002,13,7,adv,9
40020002,14,0,adv,3220
40020002,15,2,adv,17
40020003,1,0,,14
40020003,2,0,p,2287
40020003,3,0,adv,418
40020003,4,0,adv,3226
40020003,5,0,adv,3227
40020003,6,0,p,533
40020003,7,0,o,674
40020003,8,0,p,3228
40020003,9,0,adv,105
40020003,10,0,adv,209
40020003,11,0,adv,3229
40020003,12,0,adv,3230
40020004,1,0,,14
40020004,2,0,io,2324
40020004,3,0,p,253
40020004,4,2,p,4468
40020004,5,1,s,14
40020004,6,0,s,765
40020004,7,3,adv,199
40020004,8,7,adv,9
40020004,9,0,adv,3220
40020004,10,0,adv,243
40020004,11,0,,14
40020004,12,1,s,1384
40020004,13,2,,612
40020004,14,0,p,3231
40020004,15,0,pc,3232
40020004,16,0,p,611
40020004,17,0,io,446
40020005,1,6,s,228
40020005,2,2,,11
40020005,3,0,p,4567
40020005,4,0,adv,598
40020005,5,6,,11
40020005,6,1,p,2287
40020005,7,0,adv,418
40020005,8,0,adv,3235
40020005,9,0,adv,14
40020005,10,0,adv,3236
40020005,11,0,adv,3227
40020005,12,0,p,178
40020005,13,0,adv,3237
40020006,1,0,adv,418
40020006,2,2,,11
40020006,3,0,adv,60
40020006,4,0,adv,3238
40020006,5,0,p,2287
40020006,6,0,p,1440
40020006,7,0,s,674
40020006,8,0,p,3228
40020006,9,0,,14
40020006,10,0,p,584
40020006,11,2,io,441
40020006,12,8,adv,1002
40020006,13,0,adv,1516
40020006,14,0,p,3239
40020006,15,0,adv,697
40020006,16,0,adv,60
40020006,17,0,adv,3224
40020006,18,0,adv,3240
40020007,1,0,p,1707
40020007,2,2,io,129
40020007,3,4,,331
40020007,4,0,s,1118
40020007,5,0,o,1078
40020007,6,0,p,3241
40020007,7,0,p,584
40020007,8,2,io,441
40020007,9,0,p,4468
40020007,10,1,s,14
40020007,11,0,s,765
40020007,12,3,adv,199
40020007,13,0,adv,9
40020007,14,0,adv,3220
40020008,1,0,s,1452
40020008,2,2,,11
40020008,3,0,p,1453
40020008,4,0,p,584
40020008,5,0,s,80
40020008,6,0,s,1870
40020008,7,0,s,36
40020008,8,0,s,3242
40020008,9,7,io,99
40020008,10,0,io,3243
40020008,11,2,io,17
40020008,12,0,p,3244
40020008,13,0,o,15
40020008,14,0,o,1741
40020008,15,0,,14
40020008,16,2,p,3089
40020008,17,2,io,441
40020008,18,0,o,9
40020008,19,0,o,995
40020008,20,0,p,2638
40020008,21,0,adv,87
40020008,22,0,adv,205
40020008,23,0,adv,3245
40020008,24,0,adv,88
40020008,25,0,adv,205
40020008,26,0,adv,3246
40020009,1,0,,14
40020009,2,0,p,283
40020009,3,1,s,228
40020009,4,0,s,418
40020009,5,0,s,60
40020009,6,0,s,3238
40020009,7,0,s,3227
40020009,8,1,p,2138
40020009,9,3,adv,2396
40020009,10,0,adv,3247
40020010,1,0,,14
40020010,2,0,p,283
40020010,3,0,s,228
40020010,4,0,s,3216
40020010,5,0,p,3248
40020010,6,0,,331
40020010,7,0,o,3249
40020010,8,1,p,3250
40020010,9,0,,14
40020010,10,1,p,2138
40020010,11,7,o,145
40020010,12,3,o,2396
40020010,13,0,o,3247
40020010,14,1,s,14
40020010,15,2,s,729
40020011,1,1,p,3251
40020011,2,0,,11
40020011,3,0,p,3252
40020011,4,1,adv,870
40020011,5,0,adv,36
40020011,6,0,adv,2403
40020012,1,0,p,201
40020012,2,0,s,564
40020012,3,7,s,228
40020012,4,0,s,3217
40020012,5,0,adv,823
40020012,6,0,adv,3227
40020012,7,0,p,2916
40020012,8,0,,14
40020012,9,0,o2,3254
40020012,10,2,o,103
40020012,11,0,adv,522
40020012,12,14,p,3255
40020012,13,1,adv,237
40020012,14,0,p,3256
40020012,15,0,o,145
40020012,16,0,o,3257
40020012,17,0,o,22
40020012,18,0,o,3258
40020012,19,0,o,14
40020012,20,0,o,9
40020012,21,0,o,3259
40020013,1,6,s,80
40020013,2,0,,11
40020013,3,0,p,516
40020013,4,0,io,3260
40020013,5,2,io,154
40020013,6,0,p,253
40020013,7,0,voc,3261
40020013,8,2,adv,183
40020013,9,0,p,3262
40020013,10,0,o,592
40020013,11,1,,997
40020013,12,0,adv,3223
40020013,13,1,p,3263
40020013,14,0,adv,263
40020014,1,2,p,1578
40020014,2,0,o,145
40020014,3,0,o,3264
40020014,4,0,,14
40020014,5,2,p,1432
40020014,6,0,p,1374
40020014,7,2,,11
40020014,8,0,io,1406
40020014,9,7,io,1020
40020014,10,0,io,3265
40020014,11,0,p,2553
40020014,12,1,,179
40020014,13,1,io,14
40020014,14,0,io,318
40020015,1,0,,183
40020015,2,0,p,2121
40020015,3,0,adv,263
40020015,4,1,o,1384
40020015,5,0,p,1374
40020015,6,0,p,942
40020015,7,6,adv,105
40020015,8,0,adv,1261
40020015,9,0,adv,3266
40020015,10,0,,101
40020015,11,7,s,80
40020015,12,0,s,897
40020015,13,0,s,136
40020015,14,0,pc,1114
40020015,15,0,p,521
40020015,16,0,,331
40020015,17,0,s,478
40020015,18,0,pc,2210
40020015,19,0,p,488
40020016,1,0,adv,93
40020016,2,0,p,9211
40020016,3,0,s,228
40020016,4,0,s,3217
40020016,5,0,pc,3216
40020016,6,0,,14
40020016,7,0,s,228
40020016,8,0,s,3216
40020016,9,0,pc,3217
40020017,1,0,p,2000
40020017,2,2,,11
40020017,3,0,p,3267
40020017,4,7,s,80
40020017,5,0,s,79
40020017,6,3,adv,199
40020017,7,0,adv,200
40020017,8,1,p,3268
40020017,9,0,o,15
40020017,10,0,o,1663
40020017,11,0,o,1744
40020017,12,5,adv,126
40020017,13,4,adv,1551
40020017,14,0,,14
40020017,15,3,adv,105
40020017,16,7,adv,209
40020017,17,0,adv,880
40020017,18,0,p,253
40020017,19,2,io,441
40020018,1,1,p,3310
40020018,2,0,p,3269
40020018,3,3,adv,199
40020018,4,0,adv,200
40020018,5,0,,14
40020018,6,0,s,80
40020018,7,0,s,131
40020018,8,7,s,36
40020018,9,0,s,1472
40020018,10,0,p,8079
40020018,11,0,io,237
40020018,12,0,io,3271
40020018,13,0,io,14
40020018,14,0,io,3272
40020018,15,0,,14
40020018,16,0,p,3273
40020018,17,2,o,425
40020018,18,2,adv,199
40020018,19,0,adv,1845
40020019,1,0,,14
40020019,2,0,p,1830
40020019,3,2,o,425
40020019,4,0,io,1261
40020019,5,0,io,1836
40020019,6,5,adv,199
40020019,7,7,adv,145
40020019,8,0,p,3274
40020019,9,0,,14
40020019,10,0,p,3275
40020019,11,0,,14
40020019,12,0,p,3276
40020019,13,0,,14
40020019,14,0,adv,209
40020019,15,0,adv,2852
40020019,16,0,adv,1201
40020019,17,0,p,2955
40020020,1,0,adv,245
40020020,2,0,p,12022
40020020,3,2,adv,129
40020020,4,0,s,91
40020020,5,0,s,2277
40020020,6,0,s,205
40020020,7,0,s,2968
40020020,8,0,s,679
40020020,9,0,adv,288
40020020,10,7,adv,205
40020020,11,0,adv,2968
40020020,12,2,adv,111
40020020,13,0,p,3278
40020020,14,0,,14
40020020,15,0,p,3279
40020020,16,7,o,869
40020020,17,0,adv,1330
40020020,18,2,adv,17
40020021,1,6,s,80
40020021,2,2,,11
40020021,3,0,p,253
40020021,4,2,io,139
40020021,5,2,o,1002
40020021,6,0,p,2408
40020021,7,0,p,584
40020021,8,2,io,129
40020021,9,0,p,10103
40020021,10,1,,158
40020021,11,0,p,3281
40020021,12,0,s,564
40020021,13,7,s,228
40020021,14,0,s,653
40020021,15,0,s,742
40020021,16,0,s,243
40020021,17,0,s,1462
40020021,18,7,adv,21
40020021,19,0,adv,3282
40020021,20,0,,14
40020021,21,0,s,1462
40020021,22,7,adv,76
40020021,23,1,adv,3283
40020021,24,0,adv,136
40020021,25,0,adv,105
40020021,26,7,adv,209
40020021,27,0,adv,832
40020021,28,0,adv,136
40020022,1,0,p,516
40020022,2,2,,11
40020022,3,7,s,80
40020022,4,0,s,79
40020022,5,0,p,253
40020022,6,0,adv,183
40020022,7,2,p,3284
40020022,8,0,o,1002
40020022,9,0,p,3285
40020022,10,0,p,1130
40020022,11,0,p,3286
40020022,12,0,o,145
40020022,13,0,o,1941
40020022,14,7,o,1384
40020022,15,0,s,478
40020022,16,0,p,3287
40020022,17,0,p,3288
40020022,18,0,p,1707
40020022,19,2,io,129
40020022,20,0,p,3289
40020023,1,0,p,584
40020023,2,2,io,441
40020023,3,7,o,145
40020023,4,0,,479
40020023,5,0,o,1941
40020023,6,0,o,243
40020023,7,0,p,3290
40020023,8,0,s,145
40020023,9,0,,11
40020023,10,0,p,5427
40020023,11,7,adv,21
40020023,12,0,adv,3282
40020023,13,0,adv,243
40020023,14,0,adv,14
40020023,15,7,adv,76
40020023,16,1,adv,3283
40020023,17,0,adv,183
40020023,18,0,p,521
40020023,19,0,s,3292
40020023,20,0,p,2553
40020023,21,0,,572
40020023,22,1,io,3144
40020023,23,0,p,3293
40020023,24,0,adv,162
40020023,25,7,adv,36
40020023,26,0,adv,374
40020023,27,0,adv,243
40020024,1,0,,14
40020024,2,0,p,268
40020024,3,0,s,228
40020024,4,0,s,3294
40020024,5,0,p,3295
40020024,6,5,adv,257
40020024,7,0,adv,205
40020024,8,0,adv,653
40020024,9,0,adv,3296
40020025,1,7,s,80
40020025,2,2,,11
40020025,3,0,s,79
40020025,4,0,p,1743
40020025,5,2,o,103
40020025,6,0,p,253
40020025,7,0,p,3284
40020025,8,0,,331
40020025,9,0,s,228
40020025,10,0,s,3297
40020025,11,0,s,468
40020025,12,0,s,635
40020025,13,1,p,3298
40020025,14,2,o,1159
40020025,15,0,,14
40020025,16,0,s,228
40020025,17,0,s,3299
40020025,18,0,p,3300
40020025,19,2,adv,154
40020026,1,0,,1156
40020026,2,0,pc,93
40020026,3,0,p,521
40020026,4,3,adv,105
40020026,5,0,adv,446
40020026,6,0,,572
40020026,7,1,s,821
40020026,8,10,,612
40020026,9,0,p,2865
40020026,10,3,adv,105
40020026,11,0,adv,446
40020026,12,0,pc,835
40020026,13,0,p,3302
40020026,14,0,p,3043
40020026,15,0,pc,755
40020026,16,0,pc,3303
40020027,1,0,,14
40020027,2,1,s,821
40020027,3,0,,316
40020027,4,0,p,2865
40020027,5,3,adv,105
40020027,6,0,adv,446
40020027,7,0,p,2822
40020027,8,0,pc,1751
40020027,9,0,p,3043
40020027,10,0,pc,755
40020027,11,0,pc,1867
40020028,1,0,,1024
40020028,2,0,s,80
40020028,3,0,s,131
40020028,4,7,s,36
40020028,5,0,s,1472
40020028,6,0,adv,183
40020028,7,0,p,2117
40020028,8,0,p,3304
40020028,9,0,,807
40020028,10,0,p,3305
40020028,11,0,,14
40020028,12,0,p,2553
40020028,13,7,o,60
40020028,14,0,o,369
40020028,15,2,o,17
40020028,16,0,o2,3306
40020028,17,2,o2,373
40020028,18,0,o2,3307
40020029,1,0,,14
40020029,2,0,p,3308
40020029,3,2,s,154
40020029,4,2,adv,87
40020029,5,0,adv,3309
40020029,6,0,p,1591
40020029,7,2,o,129
40020029,8,0,s,1692
40020029,9,4,s,354
40020030,1,0,,14
40020030,2,1,p,3310
40020030,3,0,s,653
40020030,4,0,s,1700
40020030,5,0,p,3311
40020030,6,3,adv,651
40020030,7,0,adv,60
40020030,8,0,adv,407
40020030,9,0,p,268
40020030,10,0,,331
40020030,11,0,s,79
40020030,12,0,p,3312
40020030,13,0,p,1513
40020030,14,0,p,201
40020030,15,0,voc,1313
40020030,16,0,p,1702
40020030,17,0,o,1078
40020030,18,0,,131
40020030,19,0,,6
40020031,1,0,s,80
40020031,2,0,,11
40020031,3,0,s,1692
40020031,4,0,p,1495
40020031,5,2,o,441
40020031,6,0,,158
40020031,7,0,p,3314
40020031,8,6,s,228
40020031,9,1,,11
40020031,10,0,adv,3315
40020031,11,0,p,1513
40020031,12,0,p,201
40020031,13,0,voc,1313
40020031,14,0,p,1702
40020031,15,0,o,1078
40020031,16,0,,131
40020031,17,0,,6
40020032,1,0,,14
40020032,2,6,p,3316
40020032,3,7,s,80
40020032,4,0,s,79
40020032,5,1,p,5332
40020032,6,2,o,103
40020032,7,0,,14
40020032,8,0,p,253
40020032,9,2,o,1002
40020032,10,0,p,1997
40020032,11,1,,158
40020032,12,0,p,3164
40020032,13,0,io,446
40020033,1,0,p,1707
40020033,2,2,io,129
40020033,3,0,voc,1313
40020033,4,1,,158
40020033,5,0,p,3318
40020033,6,7,s,228
40020033,7,0,s,1710
40020033,8,0,s,174
40020034,1,1,p,3079
40020034,2,2,,11
40020034,3,7,s,80
40020034,4,0,s,79
40020034,5,0,p,1373
40020034,6,7,o,468
40020034,7,0,o,3320
40020034,8,2,o,154
40020034,9,0,,14
40020034,10,0,adv,668
40020034,11,2,p,3321
40020034,12,0,,14
40020034,13,0,p,671
40020034,14,2,o,129
40021001,1,0,,14
40021001,2,0,,1358
40021001,3,0,p,3322
40021001,4,2,adv,199
40021001,5,0,adv,200
40021001,6,0,,14
40021001,7,0,p,2649
40021001,8,1,adv,199
40021001,9,0,adv,3323
40021001,10,8,adv,199
40021001,11,0,adv,145
40021001,12,0,adv,602
40021001,13,7,adv,152
40021001,14,0,adv,3324
40021001,15,0,adv,245
40021001,16,7,s,80
40021001,17,0,s,79
40021001,18,0,p,3225
40021001,19,0,o,653
40021001,20,0,o,1744
40021002,1,0,p,130
40021002,2,2,io,441
40021002,3,0,p,1771
40021002,4,1,adv,199
40021002,5,0,adv,60
40021002,6,0,adv,1795
40021002,7,7,adv,60
40021002,8,0,adv,3325
40021002,9,0,adv,755
40021002,10,0,,14
40021002,11,0,adv,668
40021002,12,0,p,1242
40021002,13,0,s,3326
40021002,14,4,p,3327
40021002,15,0,,14
40021002,16,0,s,3328
40021002,17,0,adv,218
40021002,18,2,adv,111
40021002,19,0,p,3329
40021002,20,0,p,3330
40021002,21,0,io,263
40021003,1,0,,14
40021003,2,0,,612
40021003,3,4,s,2069
40021003,4,0,io,446
40021003,5,0,p,5125
40021003,6,0,o,869
40021003,7,0,p,2943
40021003,8,4,,331
40021003,9,0,s,80
40021003,10,0,s,1870
40021003,11,2,o,154
40021003,12,1,o,512
40021003,13,0,p,2023
40021003,14,1,adv,528
40021003,15,6,,11
40021003,16,0,p,3331
40021003,17,2,o,103
40021004,1,2,s,155
40021004,2,2,,11
40021004,3,0,s,156
40021004,4,3,p,3136
40021004,5,0,,158
40021004,6,0,p,8372
40021004,7,3,s,137
40021004,8,0,p,161
40021004,9,0,adv,163
40021004,10,0,adv,36
40021004,11,0,adv,164
40021004,12,0,p,165
40021005,1,0,p,1884
40021005,2,0,io,209
40021005,3,0,io,3333
40021005,4,0,io,3334
40021005,5,1,p,3310
40021005,6,7,s,80
40021005,7,0,s,204
40021005,8,0,s,136
40021005,9,0,p,1411
40021005,10,0,adv,318
40021005,11,0,adv,2077
40021005,12,0,adv,14
40021005,13,0,p,3335
40021005,14,0,adv,439
40021005,15,0,adv,7610
40021005,16,0,adv,14
40021005,17,0,adv,439
40021005,18,0,adv,3328
40021005,19,1,adv,143
40021005,20,0,adv,3336
40021006,1,0,p,254
40021006,2,2,,11
40021006,3,0,s,228
40021006,4,0,s,719
40021006,5,0,,14
40021006,6,0,p,3337
40021006,7,0,,3338
40021006,8,0,p,3339
40021006,9,2,io,441
40021006,10,7,s,80
40021006,11,0,s,79
40021007,1,0,p,3340
40021007,2,0,o,60
40021007,3,0,o,3326
40021007,4,0,o,14
40021007,5,0,o,9
40021007,6,0,o,3328
40021007,7,0,,14
40021007,8,0,p,3341
40021007,9,0,adv,3342
40021007,10,2,adv,154
40021007,11,6,o,357
40021007,12,0,o,3343
40021007,13,0,,14
40021007,14,1,p,3344
40021007,15,0,adv,275
40021007,16,2,adv,154
40021008,1,0,s,80
40021008,2,0,,11
40021008,3,3,s,3345
40021008,4,0,s,1692
40021008,5,0,p,3346
40021008,6,4,o,1089
40021008,7,6,o,357
40021008,8,0,o,3343
40021008,9,4,adv,105
40021008,10,0,adv,209
40021008,11,0,adv,880
40021008,12,0,s,2824
40021008,13,0,,11
40021008,14,0,p,3347
40021008,15,0,o,3348
40021008,16,0,adv,87
40021008,17,0,adv,468
40021008,18,0,adv,469
40021008,19,0,,14
40021008,20,0,p,3349
40021008,21,4,adv,105
40021008,22,0,adv,209
40021008,23,0,adv,880
40021009,1,0,s,228
40021009,2,2,,11
40021009,3,0,s,710
40021009,4,1,s,228
40021009,5,0,p,3350
40021009,6,2,adv,425
40021009,7,0,s,14
40021009,8,1,s,228
40021009,9,0,p,3351
40021009,10,0,p,4707
40021009,11,0,p,201
40021009,12,0,s,3353
40021009,13,0,pc,99
40021009,14,0,pc,3354
40021009,15,0,pc,6
40021009,16,0,p,3355
40021009,17,1,s,80
40021009,18,0,p,485
40021009,19,0,adv,105
40021009,20,0,adv,3356
40021009,21,0,adv,125
40021009,22,0,s,3353
40021009,23,0,pc,105
40021009,24,0,pc,1261
40021009,25,0,pc,3357
40021010,1,0,,14
40021010,2,0,p,1387
40021010,3,2,s,17
40021010,4,1,adv,199
40021010,5,0,adv,200
40021010,6,1,p,3358
40021010,7,4,s,216
40021010,8,0,s,91
40021010,9,0,s,782
40021010,10,0,p,541
40021010,11,2,pc,444
40021010,12,0,p,521
40021010,13,2,s,401
40021011,1,0,s,228
40021011,2,0,,11
40021011,3,0,s,710
40021011,4,0,p,4049
40021011,5,2,s,401
40021011,6,0,p,521
40021011,7,0,pc,80
40021011,8,0,pc,2525
40021011,9,0,pc,79
40021011,10,1,pc,80
40021011,11,0,pc,87
40021011,12,0,pc,3359
40021011,13,7,pc,22
40021011,14,0,pc,380
40021012,1,0,,14
40021012,2,1,p,2097
40021012,3,0,s,79
40021012,4,17,adv,199
40021012,5,0,adv,145
40021012,6,0,adv,3360
40021012,7,0,,14
40021012,8,0,p,1454
40021012,9,0,o,220
40021012,10,1,o,15
40021012,11,0,p,3361
40021012,12,0,p,14
40021012,13,0,p,3362
40021012,14,0,adv,105
40021012,15,0,adv,677
40021012,16,0,adv,2107
40021012,17,0,,14
40021012,18,0,o,410
40021012,19,0,o,3363
40021012,20,0,o,205
40021012,21,0,o,3364
40021012,22,0,p,3365
40021012,23,1,o,14
40021012,24,0,o,410
40021012,25,0,o,3366
40021012,26,1,o,205
40021012,27,0,p,3367
40021012,28,7,o,410
40021012,29,0,o,3368
40021013,1,0,,14
40021013,2,0,p,584
40021013,3,2,io,441
40021013,4,1,p,230
40021013,5,7,s,80
40021013,6,0,s,3369
40021013,7,0,s,243
40021013,8,0,pc,3369
40021013,9,0,pc,3370
40021013,10,1,p,387
40021013,11,0,s,765
40021013,12,1,,11
40021013,13,2,o,425
40021013,14,1,p,1004
40021013,15,0,o2,3372
40021013,16,0,o2,3373
40021014,1,0,,14
40021014,2,0,p,622
40021014,3,2,adv,129
40021014,4,0,s,1700
40021014,5,0,s,14
40021014,6,0,s,1956
40021014,7,0,adv,105
40021014,8,0,adv,677
40021014,9,0,adv,2107
40021014,10,0,,14
40021014,11,0,p,708
40021014,12,2,o,103
40021015,1,0,p,278
40021015,2,0,,11
40021015,3,0,s,228
40021015,4,0,s,3374
40021015,5,0,s,14
40021015,6,0,s,228
40021015,7,0,s,1364
40021015,8,0,o,357
40021015,9,0,o,3375
40021015,10,7,o,1953
40021015,11,0,p,178
40021015,12,0,o,14
40021015,13,0,o,15
40021015,14,0,o,338
40021015,15,1,o,15
40021015,16,0,p,3376
40021015,17,0,adv,105
40021015,18,0,adv,677
40021015,19,0,adv,2107
40021015,20,0,,14
40021015,21,0,p,3377
40021015,22,0,s,3353
40021015,23,0,pc,99
40021015,24,0,pc,3354
40021015,25,0,pc,6
40021015,26,0,p,3295
40021016,1,0,,14
40021016,2,0,p,229
40021016,3,2,io,129
40021016,4,0,p,3378
40021016,5,2,o,1002
40021016,6,0,s,564
40021016,7,0,p,1707
40021016,8,7,s,80
40021016,9,0,,11
40021016,10,0,s,79
40021016,11,0,p,584
40021016,12,2,io,441
40021016,13,0,o,946
40021016,14,0,adv,1327
40021016,15,0,p,2095
40021016,16,4,,331
40021016,17,0,adv,21
40021016,18,0,adv,577
40021016,19,0,adv,3379
40021016,20,0,adv,14
40021016,21,0,p,3380
40021016,22,2,p,3381
40021016,23,0,o,3382
40021017,1,0,,14
40021017,2,2,p,626
40021017,3,2,o,103
40021017,4,2,p,3383
40021017,5,0,adv,778
40021017,6,0,adv,22
40021017,7,0,adv,1808
40021017,8,1,adv,199
40021017,9,0,adv,3384
40021017,10,0,,14
40021017,11,0,p,3385
40021017,12,0,adv,315
40021018,1,0,adv,3386
40021018,2,0,,11
40021018,3,0,p,3387
40021018,4,1,adv,199
40021018,5,0,adv,60
40021018,6,0,adv,382
40021018,7,0,p,556
40021019,1,0,,14
40021019,2,0,p,330
40021019,3,0,o,3388
40021019,4,0,o,823
40021019,5,5,o,56
40021019,6,7,o,22
40021019,7,0,o,305
40021019,8,0,p,2117
40021019,9,10,adv,540
40021019,10,9,adv,116
40021019,11,0,,14
40021019,12,0,o,772
40021019,13,0,p,1440
40021019,14,0,adv,105
40021019,15,9,adv,139
40021019,16,3,,775
40021019,17,0,adv,776
