vid,Woord,vertaalwoord,role,id
40021019,18,0,o,3389
40021019,19,0,adv,1001
40021019,20,0,,14
40021019,21,0,p,584
40021019,22,9,io,139
40021019,23,0,adv,781
40021019,24,2,adv,3390
40021019,25,1,adv,21
40021019,26,0,adv,136
40021019,27,0,s,3391
40021019,28,1,p,1869
40021019,29,4,adv,199
40021019,30,0,adv,9
40021019,31,0,adv,3392
40021019,32,0,,14
40021019,33,0,p,2310
40021019,34,0,adv,3394
40021019,35,0,s,91
40021019,36,0,s,3395
40021020,1,0,,14
40021020,2,0,p,278
40021020,3,0,s,228
40021020,4,0,s,719
40021020,5,0,p,3551
40021020,6,0,p,201
40021020,7,0,adv,1219
40021020,8,0,adv,3394
40021020,9,0,p,2310
40021020,10,0,s,91
40021020,11,0,s,3395
40021021,1,0,p,516
40021021,2,2,,11
40021021,3,7,s,80
40021021,4,0,s,79
40021021,5,0,p,253
40021021,6,2,io,441
40021021,7,0,,808
40021021,8,0,p,459
40021021,9,0,io,446
40021021,10,0,,612
40021021,11,0,p,2941
40021021,12,0,o,1421
40021021,13,0,,14
40021021,14,0,adv,114
40021021,15,1,p,3396
40021021,16,0,,781
40021021,17,0,adv,1001
40021021,18,1,o,145
40021021,19,0,o,22
40021021,20,0,o,3397
40021021,21,0,p,3398
40021021,22,0,,807
40021021,23,2,,3399
40021021,24,7,io,677
40021021,25,0,,2944
40021021,26,0,,2945
40021021,27,0,p,2908
40021021,28,3,p,3400
40021021,29,0,,14
40021021,30,0,p,3401
40021021,31,0,adv,199
40021021,32,0,adv,60
40021021,33,0,adv,652
40021021,34,4,p,3053
40021022,1,0,,14
40021022,2,0,o,610
40021022,3,2,o,1266
40021022,4,0,,316
40021022,5,0,p,3402
40021022,6,0,adv,105
40021022,7,0,adv,209
40021022,8,0,adv,3403
40021022,9,0,p,3404
40021022,10,1,p,3405
40021023,1,0,,14
40021023,2,0,p,1502
40021023,3,2,s,17
40021023,4,1,adv,199
40021023,5,0,adv,145
40021023,6,0,adv,3360
40021023,7,0,p,622
40021023,8,2,adv,129
40021023,9,0,p,3406
40021023,10,0,s,228
40021023,11,0,s,3374
40021023,12,0,s,14
40021023,13,0,s,228
40021023,14,0,s,3407
40021023,15,0,s,36
40021023,16,0,s,224
40021023,17,0,p,201
40021023,18,0,adv,105
40021023,19,0,adv,3408
40021023,20,0,adv,3409
40021023,21,0,o,5203
40021023,22,0,p,3410
40021023,23,0,,14
40021023,24,0,s,444
40021023,25,0,io,318
40021023,26,0,p,1745
40021023,27,7,o,60
40021023,28,0,o,1362
40021023,29,0,o,2007
40021024,1,0,p,516
40021024,2,0,,11
40021024,3,7,s,80
40021024,4,0,s,79
40021024,5,0,p,253
40021024,6,0,io,441
40021024,7,0,p,3411
40021024,8,0,o,480
40021024,9,1,,14
40021024,10,0,s,478
40021024,11,5,o2,2194
40021024,12,0,o2,1122
40021024,13,0,o,271
40021024,14,0,,612
40021024,15,0,p,2908
40021024,16,0,io,263
40021024,17,1,,14
40021024,18,0,s,478
40021024,19,0,io,446
40021024,20,0,p,2419
40021024,21,0,adv,105
40021024,22,0,adv,3408
40021024,23,0,adv,3409
40021024,24,0,o,5203
40021024,25,0,p,3413
40021025,1,0,s,137
40021025,2,0,s,3414
40021025,3,7,s,137
40021025,4,0,s,1613
40021025,5,0,pc,2405
40021025,6,0,p,326
40021025,7,0,pc,76
40021025,8,0,pc,2050
40021025,9,0,,101
40021025,10,0,pc,76
40021025,11,0,pc,667
40021025,12,6,s,228
40021025,13,2,,11
40021025,14,0,p,2805
40021025,15,0,adv,1418
40021025,16,2,adv,1563
40021025,17,0,p,201
40021025,18,0,,612
40021025,19,0,p,3416
40021025,20,0,pc,76
40021025,21,0,pc,2050
40021025,22,0,p,3417
40021025,23,0,io,522
40021025,24,0,adv,1598
40021025,25,0,adv,1599
40021025,26,0,,84
40021025,27,0,adv,183
40021025,28,0,p,3418
40021025,29,2,o,129
40021026,1,0,,612
40021026,2,0,,11
40021026,3,0,p,3416
40021026,4,0,pc,76
40021026,5,0,pc,667
40021026,6,0,p,3419
40021026,7,0,o,9
40021026,8,0,o,1683
40021026,9,0,s,1995
40021026,10,0,,138
40021026,11,0,adv,179
40021026,12,0,adv,1934
40021026,13,3,p,2586
40021026,14,7,o,9
40021026,15,0,o,509
40021027,1,0,,14
40021027,2,0,p,3420
40021027,3,7,io,99
40021027,4,0,io,1544
40021027,5,0,p,2785
40021027,6,0,adv,183
40021027,7,2,p,3421
40021027,8,0,p,2406
40021027,9,2,io,441
40021027,10,1,s,14
40021027,11,2,s,148
40021027,12,1,adv,786
40021027,13,0,s,478
40021027,14,0,p,459
40021027,15,0,io,446
40021027,16,0,adv,105
40021027,17,0,adv,3408
40021027,18,0,adv,3409
40021027,19,0,o,5203
40021027,20,0,p,3413
40021028,1,2,s,1002
40021028,2,0,,11
40021028,3,0,adv,460
40021028,4,2,p,2962
40021028,5,0,s,571
40021028,6,0,p,2302
40021028,7,0,o,358
40021028,8,0,o,653
40021028,9,0,,14
40021028,10,0,p,557
40021028,11,0,adv,677
40021028,12,0,adv,3422
40021028,13,0,p,253
40021028,14,0,voc,1558
40021028,15,1,p,1432
40021028,16,0,adv,1072
40021028,17,0,p,3423
40021028,18,0,adv,105
40021028,19,7,adv,99
40021028,20,0,adv,3424
40021028,21,0,adv,243
40021029,1,6,s,80
40021029,2,0,,11
40021029,3,0,p,516
40021029,4,0,p,253
40021029,5,0,adv,781
40021029,6,0,pc,1374
40021029,7,1,adv,555
40021029,8,0,,11
40021029,9,1,p,3425
40021029,10,0,p,1580
40021030,1,0,p,557
40021030,2,2,,11
40021030,3,0,adv,677
40021030,4,0,adv,3426
40021030,5,1,p,253
40021030,6,0,adv,3237
40021030,7,6,s,80
40021030,8,2,,11
40021030,9,0,p,516
40021030,10,0,p,253
40021030,11,0,s,478
40021030,12,0,voc,1313
40021030,13,0,,14
40021030,14,0,adv,183
40021030,15,2,p,1580
40021031,1,2,s,444
40021031,2,0,s,21
40021031,3,0,s,205
40021031,4,0,s,653
40021031,5,0,p,178
40021031,6,0,o,145
40021031,7,0,o,1316
40021031,8,0,o,36
40021031,9,0,o,374
40021031,10,0,p,1707
40021031,11,0,s,80
40021031,12,0,s,1751
40021031,13,0,p,584
40021031,14,2,io,441
40021031,15,7,s,80
40021031,16,0,s,79
40021031,17,0,,808
40021031,18,0,p,459
40021031,19,0,io,446
40021031,20,0,,331
40021031,21,0,s,228
40021031,22,0,s,998
40021031,23,0,s,14
40021031,24,0,s,85
40021031,25,0,s,3428
40021031,26,0,p,3429
40021031,27,0,adv,480
40021031,28,1,adv,199
40021031,29,0,adv,60
40021031,30,0,adv,843
40021031,31,0,adv,36
40021031,32,0,adv,561
40021032,1,0,p,2117
40021032,2,0,,138
40021032,3,0,s,392
40021032,4,0,adv,301
40021032,5,0,adv,480
40021032,6,0,adv,105
40021032,7,0,adv,3430
40021032,8,0,adv,746
40021032,9,0,,14
40021032,10,0,adv,183
40021032,11,0,p,3418
40021032,12,2,o,129
40021032,13,0,s,228
40021032,14,0,,11
40021032,15,0,s,998
40021032,16,0,s,14
40021032,17,0,s,85
40021032,18,0,s,3428
40021032,19,0,p,5915
40021032,20,2,o,129
40021032,21,0,s,765
40021032,22,2,,11
40021032,23,0,p,278
40021032,24,3,adv,786
40021032,25,1,p,3432
40021032,26,0,adv,555
40021032,27,7,adv,258
40021032,28,0,p,3433
40021032,29,2,o,129
40021033,1,0,o,960
40021033,2,0,o,2358
40021033,3,0,p,5131
40021033,4,0,s,571
40021033,5,0,p,326
40021033,6,0,pc,3434
40021033,7,3,s,241
40021033,8,0,p,2702
40021033,9,0,o,3220
40021033,10,0,,14
40021033,11,0,o,3435
40021033,12,9,io,129
40021033,13,0,p,3436
40021033,14,0,,14
40021033,15,1,p,3437
40021033,16,0,adv,105
40021033,17,9,adv,129
40021033,18,0,o,3438
40021033,19,0,,14
40021033,20,0,p,1339
40021033,21,0,o,3439
40021033,22,0,,14
40021033,23,0,p,3440
40021033,24,2,o,425
40021033,25,0,io,3441
40021033,26,0,,14
40021033,27,1,p,3442
40021034,1,0,,1358
40021034,2,2,,11
40021034,3,0,p,6856
40021034,4,0,s,80
40021034,5,3,s,3444
40021034,6,0,s,205
40021034,7,0,s,1298
40021034,8,0,p,3225
40021034,9,7,o,15
40021034,10,0,o,3445
40021034,11,2,o,17
40021034,12,1,adv,301
40021034,13,0,adv,15
40021034,14,0,adv,3446
40021034,15,0,p,964
40021034,16,7,o,15
40021034,17,0,o,1307
40021034,18,2,o,17
40021035,1,0,,14
40021035,2,0,p,3251
40021035,3,0,s,228
40021035,4,0,s,3447
40021035,5,7,o,15
40021035,6,0,o,3445
40021035,7,2,o,17
40021035,8,15,o,271
40021035,9,0,,479
40021035,10,0,p,3448
40021035,11,15,o,271
40021035,12,0,,11
40021035,13,0,p,3449
40021035,14,15,o,271
40021035,15,6,,11
40021035,16,0,p,3450
40021036,1,0,adv,598
40021036,2,0,p,3225
40021036,3,0,o,674
40021036,4,0,o,3445
40021036,5,0,o,3451
40021036,6,0,o,205
40021036,7,0,o,3246
40021036,8,0,,14
40021036,9,0,p,2916
40021036,10,2,io,441
40021036,11,0,adv,3237
40021037,1,0,adv,555
40021037,2,0,,11
40021037,3,0,p,3225
40021037,4,1,adv,301
40021037,5,2,adv,103
40021037,6,7,o,9
40021037,7,0,o,143
40021037,8,2,o,17
40021037,9,0,p,130
40021037,10,1,p,3452
40021037,11,7,o,9
40021037,12,0,o,143
40021037,13,0,o,243
40021038,1,0,s,228
40021038,2,0,,11
40021038,3,0,s,3447
40021038,4,0,p,278
40021038,5,0,o,9
40021038,6,0,o,143
40021038,7,0,p,2785
40021038,8,0,adv,105
40021038,9,0,adv,1563
40021038,10,0,s,401
40021038,11,0,p,521
40021038,12,0,pc,80
40021038,13,0,pc,3453
40021038,14,0,p,663
40021038,15,0,p,3454
40021038,16,2,o,425
40021038,17,0,,14
40021038,18,0,p,3455
40021038,19,7,o,60
40021038,20,0,o,3456
40021038,21,2,o,17
40021039,1,0,,14
40021039,2,0,p,3251
40021039,3,2,o,425
40021039,4,0,p,3457
40021039,5,0,adv,778
40021039,6,0,adv,36
40021039,7,0,adv,3242
40021039,8,0,,14
40021039,9,0,p,3449
40021040,1,0,,748
40021040,2,0,,84
40021040,3,0,p,4796
40021040,4,0,s,80
40021040,5,0,s,1870
40021040,6,0,s,36
40021040,7,0,s,3242
40021040,8,2,o,1002
40021040,9,0,p,3458
40021040,10,7,io,237
40021040,11,0,io,3459
40021040,12,0,io,3460
40021041,1,0,p,1707
40021041,2,2,io,129
40021041,3,0,,3461
40021041,4,0,adv,699
40021041,5,5,p,3462
40021041,6,2,o,103
40021041,7,0,,14
40021041,8,0,o,9
40021041,9,0,o,3220
40021041,10,0,p,3463
40021041,11,0,io,3464
40021041,12,0,io,3459
40021041,13,3,s,1291
40021041,14,0,p,2216
40021041,15,2,io,129
40021041,16,0,o,15
40021041,17,0,o,1307
40021041,18,0,adv,105
40021041,19,7,adv,237
40021041,20,3,adv,3466
40021041,21,2,adv,154
40021042,1,0,p,584
40021042,2,2,io,441
40021042,3,7,s,80
40021042,4,0,s,79
40021042,5,0,adv,1327
40021042,6,0,p,2095
40021042,7,0,adv,105
40021042,8,0,adv,388
40021042,9,0,adv,3467
40021042,10,0,,595
40021042,11,7,o,271
40021042,12,0,p,3468
40021042,13,1,s,228
40021042,14,0,p,3469
40021042,15,0,s,401
40021042,16,0,p,3470
40021042,17,2,adv,199
40021042,18,0,adv,1093
40021042,19,0,adv,3471
40021042,20,2,adv,346
40021042,21,0,adv,125
40021042,22,4,p,1357
40021042,23,0,s,1697
40021042,24,0,,14
40021042,25,0,p,521
40021042,26,1,pc,3472
40021042,27,0,adv,105
40021042,28,0,adv,3473
40021042,29,0,adv,174
40021043,1,0,adv,1133
40021043,2,0,adv,1134
40021043,3,0,p,459
40021043,4,0,io,446
40021043,5,0,,331
40021043,6,1,p,2327
40021043,7,0,adv,3474
40021043,8,0,adv,755
40021043,9,0,s,91
40021043,10,0,s,399
40021043,11,7,s,36
40021043,12,0,s,561
40021043,13,0,,14
40021043,14,0,p,1240
40021043,15,0,io,3475
40021043,16,14,p,3476
40021043,17,1,o,15
40021043,18,0,o,1307
40021043,19,2,o,111
40021044,1,0,,14
40021044,2,3,s,80
40021044,3,0,p,613
40021044,4,1,adv,439
40021044,5,7,adv,9
40021044,6,0,adv,595
40021044,7,0,adv,3143
40021044,8,0,p,3477
40021044,9,0,,1620
40021044,10,1,o,271
40021044,11,0,,833
40021044,12,0,,316
40021044,13,0,p,3478
40021044,14,0,p,3479
40021044,15,2,o,425
40021045,1,0,,14
40021045,2,0,p,268
40021045,3,0,s,228
40021045,4,0,s,3374
40021045,5,0,s,14
40021045,6,0,s,228
40021045,7,0,s,1596
40021045,8,7,o,410
40021045,9,0,o,2515
40021045,10,2,o,17
40021045,11,4,p,3480
40021045,12,0,,331
40021045,13,1,adv,257
40021045,14,2,adv,154
40021045,15,1,p,584
40021046,1,0,,14
40021046,2,0,p,368
40021046,3,2,o,425
40021046,4,0,p,3481
40021046,5,1,p,2901
40021046,6,0,o,15
40021046,7,0,o,714
40021046,8,0,,3105
40021046,9,4,adv,199
40021046,10,0,adv,1934
40021046,11,2,o,425
40021046,12,3,p,2543
40022001,1,0,,14
40022001,2,0,p,516
40022001,3,7,s,80
40022001,4,0,s,79
40022001,5,0,adv,598
40022001,6,1,p,253
40022001,7,0,adv,105
40022001,8,0,adv,2295
40022001,9,2,io,441
40022001,10,0,p,130
40022002,1,0,p,2387
40022002,2,0,s,91
40022002,3,0,s,399
40022002,4,0,s,205
40022002,5,0,s,400
40022002,6,0,adv,2388
40022002,7,0,adv,3062
40022002,8,3,s,241
40022002,9,14,p,178
40022002,10,2,o,3482
40022002,11,7,io,99
40022002,12,0,io,3354
40022002,13,2,io,17
40022003,1,0,,14
40022003,2,0,p,3225
40022003,3,7,o,15
40022003,4,0,o,3445
40022003,5,2,o,17
40022003,6,0,p,1610
40022003,7,0,o,15
40022003,8,0,p,3483
40022003,9,4,adv,199
40022003,10,0,adv,15
40022003,11,2,adv,3482
40022003,12,0,,14
40022003,13,0,adv,183
40022003,14,0,p,3484
40022003,15,0,p,2435
40022004,1,0,adv,598
40022004,2,0,p,3225
40022004,3,0,o,674
40022004,4,0,o,3445
40022004,5,0,p,130
40022004,6,0,p,1884
40022004,7,0,io,237
40022004,8,0,p,3485
40022004,9,1,p,3310
40022004,10,7,o,145
40022004,11,0,o,3486
40022004,12,0,o,243
40022004,13,0,p,3487
40022004,14,7,s,228
40022004,15,0,s,3488
40022004,16,0,s,243
40022004,17,0,s,14
40022004,18,7,s,1190
40022004,19,0,s,3489
40022004,20,0,p,3490
40022004,21,0,,14
40022004,22,0,s,819
40022004,23,0,pc,3491
40022004,24,0,p,663
40022004,25,3,adv,199
40022004,26,0,adv,15
40022004,27,2,adv,3482
40022005,1,6,s,228
40022005,2,0,,11
40022005,3,0,p,3492
40022005,4,0,p,4567
40022005,5,15,s,821
40022005,6,0,,479
40022005,7,3,adv,199
40022005,8,0,adv,9
40022005,9,0,adv,3493
40022005,10,0,adv,2483
40022005,11,15,s,821
40022005,12,0,,11
40022005,13,9,adv,439
40022005,14,7,adv,60
40022005,15,0,adv,3494
40022005,16,2,adv,17
40022006,1,0,s,228
40022006,2,0,,11
40022006,3,0,s,3495
40022006,4,0,p,3496
40022006,5,7,o,15
40022006,6,0,o,3445
40022006,7,2,o,17
40022006,8,0,p,3497
40022006,9,0,p,14
40022006,10,0,p,3449
40022007,1,0,s,80
40022007,2,2,,11
40022007,3,0,s,204
40022007,4,1,p,3498
40022007,5,0,,14
40022007,6,0,p,252
40022007,7,7,o,357
40022007,8,0,o,3499
40022007,9,2,o,17
40022007,10,5,p,3500
40022007,11,7,o,15
40022007,12,0,o,3501
40022007,13,0,o,3502
40022007,14,0,,14
40022007,15,7,o,60
40022007,16,0,o,382
40022007,17,2,o,154
40022007,18,0,p,3503
40022008,1,0,adv,245
40022008,2,0,p,584
40022008,3,7,io,237
40022008,4,0,io,3504
40022008,5,2,io,17
40022008,6,0,s,80
40022008,7,0,,479
40022008,8,0,s,3505
40022008,9,0,pc,3506
40022008,10,0,p,521
40022008,11,0,s,228
40022008,12,0,,11
40022008,13,0,p,3507
40022008,14,0,adv,183
40022008,15,0,p,661
40022008,16,0,pc,3508
40022009,1,0,p,1771
40022009,2,0,,84
40022009,3,9,adv,439
40022009,4,0,adv,410
40022009,5,0,adv,3509
40022009,6,0,adv,152
40022009,7,0,adv,3510
40022009,8,0,,14
40022009,9,2,o,3511
40022009,10,3,,612
40022009,11,0,p,261
40022009,12,0,p,3512
40022009,13,4,adv,199
40022009,14,0,adv,15
40022009,15,2,adv,3482
40022010,1,0,,14
40022010,2,1,p,1530
40022010,3,7,s,228
40022010,4,0,s,2402
40022010,5,0,s,3513
40022010,6,8,adv,199
40022010,7,0,adv,410
40022010,8,0,adv,3514
40022010,9,0,p,3515
40022010,10,0,o,220
40022010,11,7,o,3516
40022010,12,0,p,3517
40022010,13,0,o,987
40022010,14,1,o,3518
40022010,15,0,o,14
40022010,16,0,o,988
40022010,17,0,,14
40022010,18,0,p,3519
40022010,19,0,s,80
40022010,20,0,s,3505
40022010,21,0,p,3520
40022011,1,0,p,1693
40022011,2,2,,11
40022011,3,0,s,80
40022011,4,0,s,204
40022011,5,0,p,1970
40022011,6,1,o,15
40022011,7,0,p,3521
40022011,8,0,p,533
40022011,9,0,adv,315
40022011,10,0,o,1586
40022011,11,2,adv,183
40022011,12,0,p,3522
40022011,13,0,o,413
40022011,14,0,o,3523
40022012,1,0,,14
40022012,2,0,p,584
40022012,3,2,io,129
40022012,4,0,voc,3261
40022012,5,0,adv,1219
40022012,6,0,p,3524
40022012,7,0,adv,1516
40022012,8,4,adv,114
40022012,9,0,p,1363
40022012,10,0,o,413
40022012,11,0,o,3523
40022012,12,6,s,80
40022012,13,0,,11
40022012,14,0,p,3525
40022013,1,0,adv,245
40022013,2,0,s,80
40022013,3,0,s,204
40022013,4,0,p,253
40022013,5,7,io,237
40022013,6,0,io,3526
40022013,7,0,p,3527
40022013,8,2,o,17
40022013,9,0,o,2768
40022013,10,0,o,14
40022013,11,0,o,2667
40022013,12,0,p,3528
40022013,13,2,o,425
40022013,14,1,adv,199
40022013,15,0,adv,145
40022013,16,0,adv,1427
40022013,17,7,adv,145
40022013,18,0,adv,1428
40022013,19,0,pc,315
40022013,20,0,p,1813
40022013,21,0,s,80
40022013,22,0,s,352
40022013,23,0,s,14
40022013,24,0,s,80
40022013,25,0,s,1429
40022013,26,0,s,205
40022013,27,0,s,1430
40022014,1,0,pc,711
40022014,2,0,,138
40022014,3,0,p,361
40022014,4,0,s,3529
40022014,5,0,pc,1288
40022014,6,0,,11
40022014,7,0,s,3530
40022015,1,0,adv,245
40022015,2,0,p,254
40022015,3,0,s,228
40022015,4,0,s,1596
40022015,5,0,o,2137
40022015,6,7,p,2138
40022015,7,0,,264
40022015,8,2,o,425
40022015,9,0,p,3532
40022015,10,0,adv,105
40022015,11,0,adv,1399
40022016,1,0,,14
40022016,2,0,p,3533
40022016,3,2,io,129
40022016,4,7,o,15
40022016,5,0,o,1744
40022016,6,2,o,154
40022016,7,0,adv,288
40022016,8,0,adv,205
40022016,9,0,adv,3534
40022016,10,0,p,3377
40022016,11,0,voc,1464
40022016,12,0,p,3421
40022016,13,0,,331
40022016,14,0,pc,3535
40022016,15,0,p,560
40022016,16,0,,14
40022016,17,0,o,60
40022016,18,0,o,407
40022016,19,7,o,36
40022016,20,0,o,561
40022016,21,0,adv,105
40022016,22,0,adv,3536
40022016,23,0,p,3537
40022016,24,0,,14
40022016,25,4,adv,781
40022016,26,0,p,3538
40022016,27,0,adv,318
40022016,28,1,adv,257
40022016,29,1,adv,3539
40022016,30,0,adv,781
40022016,31,0,,138
40022016,32,1,p,1212
40022016,33,0,adv,199
40022016,34,0,adv,1094
40022016,35,0,adv,667
40022017,1,0,p,10103
40022017,2,0,,84
40022017,3,0,io,522
40022017,4,2,s,1002
40022017,5,0,adv,318
40022017,6,2,p,2962
40022017,7,0,p,2121
40022017,8,0,p,2553
40022017,9,0,o,2967
40022017,10,0,io,3540
40022017,11,0,,101
40022017,12,0,adv,781
40022018,1,0,p,2141
40022018,2,0,,11
40022018,3,7,s,80
40022018,4,0,s,79
40022018,5,7,o,60
40022018,6,0,o,3541
40022018,7,2,o,154
40022018,8,0,p,253
40022018,9,8,adv,1002
40022018,10,0,o,515
40022018,11,0,p,3542
40022018,12,0,voc,2680
40022019,1,0,p,3543
40022019,2,0,io,263
40022019,3,0,o,145
40022019,4,0,o,3544
40022019,5,0,o,36
40022019,6,0,o,3545
40022019,7,6,s,228
40022019,8,2,,11
40022019,9,0,p,294
40022019,10,2,io,129
40022019,11,0,o,3247
40022020,1,0,,14
40022020,2,0,p,584
40022020,3,2,io,441
40022020,4,0,pc,3546
40022020,5,7,s,91
40022020,6,0,s,3547
40022020,7,2,s,1697
40022020,8,0,s,14
40022020,9,7,s,91
40022020,10,0,s,3548
40022021,1,0,p,1707
40022021,2,0,pc,3549
40022021,3,0,adv,245
40022021,4,0,p,584
40022021,5,2,io,441
40022021,6,0,p,3550
40022021,7,0,,84
40022021,8,3,o,357
40022021,9,0,o,3549
40022021,10,0,io,3540
40022021,11,0,,14
40022021,12,3,o,357
40022021,13,7,o,36
40022021,14,0,o,561
40022021,15,7,io,99
40022021,16,0,io,3197
40022022,1,0,,14
40022022,2,0,p,268
40022022,3,0,p,3551
40022022,4,0,,14
40022022,5,3,p,669
40022022,6,2,o,425
40022022,7,0,p,1531
40022023,1,0,adv,105
40022023,2,0,adv,1318
40022023,3,7,adv,684
40022023,4,0,adv,1201
40022023,5,0,p,622
40022023,6,2,adv,129
40022023,7,0,s,2800
40022023,8,1,p,228
40022023,9,0,p,201
40022023,10,4,adv,114
40022023,11,0,p,2822
40022023,12,0,s,3552
40022023,13,0,,14
40022023,14,0,p,2120
40022023,15,2,o,425
40022024,1,0,p,201
40022024,2,0,voc,1464
40022024,3,0,s,1385
40022024,4,0,p,253
40022024,5,0,,612
40022024,6,0,s,2069
40022024,7,0,p,9562
40022024,8,4,adv,114
40022024,9,0,p,1363
40022024,10,0,o,358
40022024,11,0,p,3554
40022024,12,7,s,80
40022024,13,0,s,867
40022024,14,2,s,17
40022024,15,7,o,60
40022024,16,0,o,135
40022024,17,2,o,17
40022024,18,0,,14
40022024,19,1,p,3555
40022024,20,0,o,2390
40022024,21,7,io,99
40022024,22,0,io,855
40022024,23,2,io,17
40022025,1,0,p,661
40022025,2,2,,11
40022025,3,2,pc,1418
40022025,4,0,pc,522
40022025,5,0,s,2265
40022025,6,0,s,2278
40022025,7,0,,14
40022025,8,0,s,80
40022025,9,0,s,1751
40022025,10,0,p,3556
40022025,11,0,p,1657
40022025,12,0,,14
40022025,13,4,adv,114
40022025,14,0,p,1363
40022025,15,0,o,2390
40022025,16,7,p,3083
40022025,17,7,o,60
40022025,18,0,o,135
40022025,19,2,o,17
40022025,20,7,io,99
40022025,21,0,io,855
40022025,22,2,io,17
40022026,1,0,adv,3557
40022026,2,1,s,14
40022026,3,0,s,80
40022026,4,0,s,3558
40022026,5,0,s,14
40022026,6,0,s,80
40022026,7,0,s,3559
40022026,8,0,adv,88
40022026,9,0,adv,205
40022026,10,0,adv,2265
40022027,1,2,adv,555
40022027,2,6,,11
40022027,3,0,adv,1852
40022027,4,0,p,5315
40022027,5,0,s,91
40022027,6,0,s,1661
40022028,1,0,adv,105
40022028,2,0,adv,209
40022028,3,0,adv,3560
40022028,4,0,,84
40022028,5,2,pc,3546
40022028,6,0,pc,205
40022028,7,0,pc,2265
40022028,8,0,p,1813
40022028,9,0,pc,1661
40022028,10,0,s,1995
40022028,11,0,,138
40022028,12,0,p,3562
40022028,13,2,o,116
40022029,1,0,p,516
40022029,2,2,,11
40022029,3,7,s,80
40022029,4,0,s,79
40022029,5,0,p,253
40022029,6,2,io,441
40022029,7,0,p,3563
40022029,8,0,adv,114
40022029,9,6,p,3564
40022029,10,0,o,410
40022029,11,0,o,3565
40022029,12,0,,1139
40022029,13,0,o,60
40022029,14,0,o,3566
40022029,15,7,o,36
40022029,16,0,o,561
40022030,1,0,adv,105
40022030,2,0,,138
40022030,3,0,adv,209
40022030,4,0,adv,3560
40022030,5,1,p,1106
40022030,6,0,p,3567
40022030,7,0,p,1106
40022030,8,0,p,3568
40022030,9,0,,572
40022030,10,0,adv,179
40022030,11,0,pc,621
40022030,12,0,pc,535
40022030,13,0,pc,105
40022030,14,0,pc,99
40022030,15,0,pc,929
40022030,16,0,p,361
40022031,1,4,adv,418
40022031,2,0,,11
40022031,3,0,adv,96
40022031,4,0,adv,3569
40022031,5,0,adv,205
40022031,6,0,adv,2534
40022031,7,0,,183
40022031,8,0,p,2095
40022031,9,3,o,145
40022031,10,0,p,3570
40022031,11,0,io,446
40022031,12,0,adv,162
40022031,13,7,adv,36
40022031,14,0,adv,561
40022031,15,0,p,165
40022032,1,0,s,478
40022032,2,0,p,488
40022032,3,0,pc,80
40022032,4,0,pc,175
40022032,5,0,pc,7
40022032,6,0,pc,14
40022032,7,0,pc,80
40022032,8,0,pc,175
40022032,9,0,pc,16356
40022032,10,0,pc,14
40022032,11,0,pc,80
40022032,12,0,pc,175
40022032,13,0,pc,12
40022032,14,0,,183
40022032,15,0,p,521
40022032,16,0,pc,80
40022032,17,0,pc,175
40022032,18,0,pc,2910
40022032,19,0,,807
40022032,20,0,pc,3571
40022033,1,0,,14
40022033,2,0,p,268
40022033,3,0,s,228
40022033,4,0,s,710
40022033,5,0,p,4569
40022033,6,0,adv,573
40022033,7,7,adv,209
40022033,8,0,adv,1361
40022033,9,2,adv,17
40022034,1,0,s,228
40022034,2,2,,11
40022034,3,0,s,1596
40022034,4,0,p,268
40022034,5,0,,331
40022034,6,0,p,3572
40022034,7,0,o,15
40022034,8,0,o,3573
40022034,9,0,p,11663
40022034,10,1,adv,439
40022034,11,0,adv,145
40022034,12,0,adv,322
40022035,1,0,,14
40022035,2,0,p,5281
40022035,3,0,s,1462
40022035,4,0,s,76
40022035,5,2,s,154
40022035,6,0,s,3575
40022035,7,0,p,558
40022035,8,2,o,425
40022036,1,0,voc,1464
40022036,2,1,pc,3576
40022036,3,0,s,3577
40022036,4,0,s,1356
40022036,5,0,s,105
40022036,6,0,s,99
40022036,7,0,s,2105
40022037,1,6,s,80
40022037,2,2,,11
40022037,3,0,p,2406
40022037,4,2,io,129
40022037,5,0,p,974
40022037,6,0,o,600
40022037,7,7,o,9
40022037,8,0,o,601
40022037,9,0,o,136
40022037,10,0,adv,105
40022037,11,0,adv,683
40022037,12,7,adv,684
40022037,13,0,adv,739
40022037,14,0,adv,136
40022037,15,0,adv,14
40022037,16,0,adv,105
40022037,17,0,adv,683
40022037,18,7,adv,684
40022037,19,0,adv,1136
40022037,20,0,adv,136
40022037,21,0,adv,14
40022037,22,0,adv,105
40022037,23,0,adv,683
40022037,24,7,adv,684
40022037,25,0,adv,3578
40022037,26,0,adv,136
40022038,1,2,s,1697
40022038,2,0,p,521
40022038,3,0,pc,91
40022038,4,0,pc,1356
40022038,5,0,pc,14
40022038,6,0,pc,3579
40022038,7,0,pc,3577
40022039,1,0,s,3580
40022039,2,0,,11
40022039,3,0,pc,2008
40022039,4,0,adv,139
40022039,5,0,p,974
40022039,6,7,o,9
40022039,7,0,o,975
40022039,8,0,o,136
40022039,9,0,,179
40022039,10,0,o,586
40022040,1,7,adv,105
40022040,2,0,adv,3581
40022040,3,7,adv,3582
40022040,4,0,adv,3583
40022040,5,0,adv,3584
40022040,6,0,s,3585
