id,vidBegin,Woord,type,par,cit
1250,58003009,-1,in*,0,0
1251,58003010,,in,0,0
1252,58003010,9,in*,0,0
1253,58003010,9,in,0,0
1254,58003010,15,in*,0,0
1255,58003010,15,in,0,0
1256,58003010,-1,in*,0,0
1257,58003011,,in,0,0
1258,58003011,7,in*,0,0
1259,58003011,7,in,0,0
1260,58003011,-1,in*,0,0
1261,58003011,-1,qml*,0,0
1262,58003012,,p,1,0
1263,58003015,6,q,0,1
1264,58003015,6,in,0,0
1265,58003015,13,in*,0,0
1266,58003015,13,in,0,0
1267,58003015,-1,in*,0,0
1268,58003015,-1,q*,0,0
1269,58003016,,p,1,0
1270,58004001,,p,1,0
1271,58004003,12,q,0,1
1272,58004003,12,in,0,0
1273,58004003,18,in*,0,0
1274,58004003,18,in,0,0
1275,58004003,24,in*,0,0
1276,58004003,24,q*,0,0
1277,58004005,6,q,0,1
1278,58004005,-1,in*,0,0
1279,58004007,15,q,0,1
1280,58004007,15,in,0,0
1281,58004007,22,in*,0,0
1282,58004007,22,in,0,0
1283,58004007,-1,in*,0,0
1284,58004007,-1,q*,0,0
1285,58004006,,p,1,0
1286,58004009,,p,1,0
1287,58004011,,p,1,0
1288,58005001,,p,1,0
1289,58005004,,p,1,0
1290,58005005,19,q,0,1
1291,58005005,-1,in*,0,0
1292,58005005,19,in,0,0
1293,58005005,23,in*,0,0
1294,58005005,23,in,0,0
1295,58005005,-1,q*,0,0
1297,58005006,-1,in*,0,0
1299,58006001,,p,1,0
1300,58006004,,p,1,0
1301,58006009,,p,1,0
1302,58006013,,p,1,0
1303,58006016,,p,1,0
1304,58007001,,p,1,0
1305,58007004,,p,1,0
1306,58007007,,p,1,0
1307,58007011,,p,1,0
1308,58007017,5,q,0,1
1309,58007017,5,in,0,0
1310,58007017,-1,in*,0,0
1311,58007017,-1,q*,0,0
1312,58007021,12,q,0,1
1313,58007021,12,in,0,0
1314,58007021,20,in*,0,0
1315,58007021,20,in,0,0
1316,58007021,-1,in*,0,0
1317,58007021,-1,q*,0,0
1318,58007023,,p,1,0
1319,58007026,,p,1,0
1320,58008001,,p,1,0
1321,58008003,,p,1,0
1322,58008008,7,qml,0,0
1323,58008008,7,in,0,0
1324,58008008,14,in*,0,0
1325,58008008,14,in,0,0
1327,58008008,-1,in*,0,0
1328,58008009,,in,0,0
1329,58008009,11,in*,0,0
1330,58008009,11,in,0,0
1331,58008009,20,in*,0,0
1332,58008009,20,in,0,0
1333,58008009,27,in*,0,0
1334,58008009,27,in,0,0
1335,58008009,36,in*,0,0
1336,58008009,36,in,0,0
1337,58008009,-1,in*,0,0
1338,58008010,,in,0,0
1339,58008010,19,in*,0,0
1340,58008010,19,in,0,0
1341,58008010,26,in*,0,0
1342,58008010,26,in,0,0
1343,58008010,33,in*,0,0
1344,58008010,33,in,0,0
1345,58008010,39,in*,0,0
1346,58008010,39,in,0,0
1347,58008010,-1,in*,0,0
1348,58008011,,in,0,0
1351,58008011,19,in*,0,0
1352,58008011,19,in,0,0
1353,58008011,24,in*,0,0
1354,58008011,24,in,0,0
1355,58008011,-1,in*,0,0
1356,58008012,,in,0,0
1357,58008012,9,in*,0,0
1358,58008012,9,in,0,0
1359,58008012,-1,in*,0,0
1360,58008012,-1,qml*,0,0
1361,58008013,,p,1,0
1362,58009001,,p,1,0
1363,58009003,,p,1,0
1364,58009011,,p,1,0
1365,58009018,,p,1,0
1366,58009023,,p,1,0
1367,58010001,,p,1,0
1368,58010005,8,qml,0,0
1369,58010005,,p,1,0
1370,58010005,8,in,0,0
1371,58010005,13,in*,0,0
1372,58010005,13,in,0,0
1373,58010005,-1,in*,0,0
1374,58010006,,in,0,0
1375,58010006,-1,in*,0,0
1376,58010007,,in,0,0
1377,58010007,5,in*,0,0
1378,58010007,5,in,0,0
1379,58010007,14,in*,0,0
1380,58010007,14,in,0,0
1381,58010007,-1,in*,0,0
1382,58010007,-1,qml*,0,0
1383,58010019,,p,1,0
1384,58010026,,p,1,0
1385,58010032,,p,1,0
1386,58010035,,p,1,0
1387,58011001,,p,1,0
1388,58011004,,p,1,0
1389,58011005,,p,1,0
1390,58011007,,p,1,0
1391,58011011,,p,1,0
1392,58011013,,p,1,0
1393,58011020,,p,1,0
1394,58011017,,p,1,0
1395,58011021,,p,1,0
1396,58011022,,p,1,0
1397,58011024,,p,1,0
1398,58011027,,p,1,0
1399,58011029,,p,1,0
1400,58011030,,p,1,0
1402,58011031,,p,1,0
1403,58012001,,p,1,0
1404,58012003,,p,1,0
1405,58012004,,p,1,0
1406,58012005,12,qml,0,0
1407,58012005,12,in,0,0
1408,58012005,22,in*,0,0
1409,58012005,22,in,0,0
1410,58012005,-1,in*,0,0
1411,58012006,,in,0,0
1412,58012006,7,in*,0,0
1413,58012006,7,in,0,0
1414,58012006,-1,in*,0,0
1415,58012006,-1,qml*,0,0
1416,58012007,,p,1,0
1417,58012014,,p,1,0
1418,58012022,,p,1,0
1419,58012025,,p,1,0
1420,58013001,,p,1,0
1427,58013007,,p,1,0
1428,58013010,,p,1,0
1429,58013016,,p,1,0
1430,58013018,,p,1,0
1431,58013020,,p,1,0
1432,58013022,,p,1,0
1433,58013024,,p,1,0
1434,58013025,,p,1,0
1435,58005006,10,q,0,1
1436,58005006,10,in,0,0
1437,58005006,-1,q*,0,0
1438,58013005,16,q,0,1
1439,58013005,16,in,0,0
1440,58013005,20,in*,0,0
1441,58013005,20,in,0,0
1442,58013005,-1,in*,0,0
1443,58013005,-1,q*,0,0
1444,59001001,,p,1,0
1445,59001005,,p,1,0
1446,59001009,,p,1,0
1447,59001012,,p,1,0
1448,59001014,,p,1,0
1449,59001019,,p,1,0
1450,59002001,,p,1,0
1451,59002005,,p,1,0
1452,59002008,,p,1,0
1453,59002014,,p,1,0
1454,59002018,,p,1,0
1455,59002020,,p,1,0
1456,59002025,,p,1,0
1457,59003001,,p,1,0
1459,59003007,,p,1,0
1460,59003010,,p,1,0
1461,59003017,,p,1,0
1462,59004001,,p,1,0
1463,59004007,,p,1,0
1464,59004011,,p,1,0
1465,59004013,,p,1,0
1466,59005001,,p,1,0
1467,59005007,,p,1,0
1468,59005010,,p,1,0
1469,59005012,,p,1,0
1471,59005019,,p,1,0
1472,60001001,,p,1,0
1474,60001010,,p,1,0
1475,60001013,,p,1,0
1476,60001017,,p,1,0
1477,60001022,,p,1,0
1478,60001024,2,qml,0,0
1479,60001024,2,in,0,0
1480,60001024,6,in*,0,0
1481,60001024,6,in,0,0
1482,60001024,17,in*,0,0
1483,60001024,17,in,0,0
1484,60001024,20,in*,0,0
1485,60001024,20,in,0,0
1486,60001024,-1,in*,0,0
1487,60001025,,in,0,0
1488,60001025,12,in*,0,0
1489,60001025,12,qml*,0,0
1490,60002001,,p,1,0
1491,60002006,,p,1,0
1492,60002007,,p,1,0
1493,60002009,,p,1,0
1494,60002011,,p,1,0
1495,60002013,,p,1,0
1496,60002018,,p,1,0
1497,60003001,,p,1,0
1498,60003007,,p,1,0
1499,60003010,2,qml,0,0
1500,60003010,2,in,0,0
1501,60003010,11,in*,0,0
1502,60003010,11,in,0,0
1503,60003010,18,in*,0,0
1504,60003010,18,in,0,0
1505,60003010,-1,in*,0,0
1506,60003011,,in,0,0
1507,60003011,9,in*,0,0
1508,60003011,9,in,0,0
1509,60003011,-1,in*,0,0
1510,60003012,,in,0,0
1511,60003012,11,in*,0,0
1512,60003012,11,in,0,0
1513,60003012,17,in*,0,0
1514,60003012,17,in,0,0
1515,60003012,-1,in*,0,0
1516,60003012,-1,qml*,0,0
1517,60003013,,p,1,0
1518,60004001,,p,1,0
1519,60004012,,p,1,0
1520,60005001,,p,1,0
1521,60005005,,p,1,0
1522,60005008,,p,1,0
1523,60005012,,p,1,0
1524,60005013,,p,1,0
1525,60003008,,p,1,0
1526,60004007,,p,1,0
1527,61001001,,p,1,0
1528,61001002,,p,1,0
1529,61001010,,p,1,0
1530,61001012,,p,1,0
1531,61001019,,p,1,0
1532,61001016,,p,1,0
1533,61002001,,p,1,0
1535,61002013,5,p,1,0
1536,61002015,,p,1,0
1537,61002017,,p,1,0
1538,61003001,,p,1,0
1539,61003008,,p,1,0
1540,61003010,,p,1,0
1541,61003014,,p,1,0
1542,61003018,15,p,1,0
1543,62001001,,p,1,0
1544,62001005,,p,1,0
1545,62001006,,p,1,0
1546,62001008,,p,1,0
1547,62002001,,p,1,0
1548,62002003,,p,1,0
1549,62002005,17,p,1,0
1550,62002012,,p,1,0
1551,62002015,,p,1,0
1552,62002018,,p,1,0
1553,62002021,,p,1,0
1554,62002026,,p,1,0
1555,62002028,,p,1,0
1556,62003001,,p,1,0
1557,62003004,,p,1,0
1558,62003007,,p,1,0
1559,62003013,,p,1,0
1560,62003016,,p,1,0
1561,62003019,,p,1,0
1562,62003023,,p,1,0
1563,62004001,,p,1,0
1564,62004011,,p,1,0
1565,62004017,,p,1,0
1566,62005001,,p,1,0
1567,62005005,,p,1,0
1568,62005009,,p,1,0
1569,62005018,,p,1,0
1570,62005021,,p,1,0
1571,63001001,,p,1,0
1572,63001003,,p,1,0
1573,63001004,,p,1,0
1574,63001009,,p,1,0
1575,64001001,,p,1,0
1576,64001005,,p,1,0
1577,64001009,,p,1,0
1579,64001011,,p,1,0
1580,65001001,,p,1,0
1581,65001002,,p,1,0
1582,65001005,,p,1,0
1583,65001008,,p,1,0
1584,65001011,,p,1,0
1585,65001012,,p,1,0
1586,65001017,,p,1,0
1587,65001003,,p,1,0
1588,49005008,14,p,1,0
1589,40001001,,p,1,0
1591,40001002,,p,1,0
1592,40001012,,p,1,0
1593,40001017,,p,1,0
1594,40001018,,p,1,0
1595,40001020,,p,1,0
1596,40001022,,p,1,0
1597,40001023,,q,0,1
1598,40001023,,in,0,0
1599,40001023,8,in*,0,0
1600,40001023,8,in,0,0
1601,40001023,13,in*,0,0
1602,40001023,13,in,0,0
1603,40001023,20,in*,0,0
1604,40001023,20,q*,0,0
1605,40001024,,p,1,0
1606,40002001,,p,1,0
1607,40002003,,p,1,0
1608,40002006,,q,0,1
1609,40002006,,in,0,0
1610,40002006,6,in*,0,0
1611,40002006,6,in,0,0
1612,40002006,14,in*,0,0
1613,40002006,14,in,0,0
1614,40002006,21,in*,0,0
1615,40002006,21,in,0,0
1616,40002006,-1,in*,0,0
1617,40002006,-1,q*,0,0
1618,40002007,,p,1,0
1619,40002009,,p,1,0
1620,40002013,,p,1,0
1621,40002014,,p,1,0
1622,40002016,,p,1,0
1623,40002018,,q,0,1
1624,40002018,,in,0,0
1625,40002018,7,in*,0,0
1626,40002018,7,in,0,0
1627,40002018,12,in*,0,0
1628,40002018,12,in,0,0
1629,40002018,18,in*,0,0
1630,40002018,18,in,0,0
1631,40002018,-1,in*,0,0
1632,40002018,-1,q*,0,0
1633,40002019,,p,1,0
1634,40002021,,p,1,0
1635,40003001,,p,1,0
1636,40003003,13,q,0,1
1637,40003003,13,in,0,0
1638,40003003,20,in*,0,0
1639,40003003,20,in,0,0
1640,40003003,26,in*,0,0
1641,40003003,26,in,0,0
1642,40003003,-1,in*,0,0
1643,40003003,-1,q*,0,0
1644,40003004,,p,1,0
1645,40003005,,p,1,0
1646,40003007,,p,1,0
1647,40003010,,p,1,0
1648,40003013,,p,1,0
1649,40003016,,p,1,0
1650,40004001,,p,1,0
1651,40004005,,p,1,0
1652,40004006,18,q,0,1
1653,40004006,25,in*,0,0
1654,40004006,26,q,0,1
1655,40004006,26,in,0,0
1656,40004006,31,in*,0,0
1657,40004006,31,in,0,0
1658,40004006,-1,in*,0,0
1659,40004006,-1,q*,0,0
1660,40004007,,p,1,0
1661,40004008,,p,1,0
1662,40004010,11,q,0,1
1663,40004010,11,in,0,0
1664,40004010,17,in*,0,0
1665,40004010,17,in,0,0
1666,40004010,-1,in*,0,0
1667,40004010,-1,q*,0,0
1668,40004010,,p,1,0
1669,40004011,,p,1,0
1670,40004015,,qml,0,0
1671,40004015,,in,0,0
1672,40004015,10,in*,0,0
1673,40004015,10,in,0,0
1674,40004015,19,in*,0,0
1675,40004015,19,in,0,0
1676,40004015,-1,in*,0,0
1677,40004016,,in,0,0
1678,40004016,12,in*,0,0
1679,40004016,12,in,0,0
1680,40004016,-1,in*,0,0
1681,40004016,-1,qml*,0,0
1682,40004017,,p,1,0
1683,40004018,,p,1,0
1684,40004021,,p,1,0
1685,40004023,,p,1,0
1686,40004024,,p,1,0
1687,40005001,,p,1,0
1688,40005003,,p,1,0
1689,40005004,,p,1,0
1690,40005005,,p,1,0
1691,40005006,,p,1,0
1692,40005007,,p,1,0
1693,40005008,,p,1,0
1694,40005009,,p,1,0
1695,40005010,,p,1,0
1696,40005011,,p,1,0
1697,40005013,,p,1,0
1698,40005014,,p,1,0
1699,40005019,,p,1,0
1700,40005021,,p,1,0
1701,40005023,,p,1,0
1702,40005025,,p,1,0
1703,40005027,,p,1,0
1704,40005031,,p,1,0
1705,40005033,,p,1,0
1706,40005038,,p,1,0
1707,40005043,,p,1,0
1708,40006001,,p,1,0
1709,40006005,,p,1,0
1710,40006006,,p,1,0
1711,40006009,,p,1,0
1712,40006014,,p,1,0
1713,40006019,,p,1,0
1714,40006022,,p,1,0
1715,40006024,,p,1,0
1716,40006025,,p,1,0
1717,40006026,,p,1,0
1718,40006027,,p,1,0
1719,40006031,,p,1,0
1720,40007001,,p,1,0
1721,40007003,,p,1,0
1722,40007006,,p,1,0
1723,40007007,,p,1,0
1724,40007009,,p,1,0
1725,40007011,,p,1,0
1726,40007013,,p,1,0
1727,40007015,,p,1,0
1728,40007016,,p,1,0
1729,40007024,,p,1,0
1730,40008001,,p,1,0
1731,40008005,,p,1,0
1732,40008008,,p,1,0
1733,40008013,,p,1,0
1734,40008014,,p,1,0
1735,40008016,,p,1,0
1737,40008018,,p,1,0
1738,40008020,,p,1,0
1739,40008021,,p,1,0
1740,40008023,,p,1,0
1741,40008028,,p,1,0
1742,40008030,,p,1,0
1743,40008031,,p,1,0
1744,40008033,,p,1,0
1745,40009001,,p,1,0
1746,40009002,,p,1,0
1747,40009004,,p,1,0
1748,40009008,,p,1,0
1749,40009009,,p,1,0
1750,40009010,,p,1,0
1751,40009014,,p,1,0
1752,40009016,,p,1,0
1753,40009018,,p,1,0
1754,40009020,,p,1,0
1755,40009023,,p,1,0
1756,40009027,,p,1,0
1757,40009032,,p,1,0
1758,40009035,,p,1,0
1759,40010001,,p,1,0
1760,40010005,,p,1,0
1761,40010011,,p,1,0
1762,40010019,,p,1,0
1763,40010021,,p,1,0
1764,40010024,,p,1,0
1765,40010028,,p,1,0
1766,40010032,,p,1,0
1767,40010034,,p,1,0
1768,40010037,,p,1,0
1769,40011001,,p,1,0
1770,40011002,,p,1,0
1771,40011004,,p,1,0
1772,40011011,,p,1,0
1773,40011020,,p,1,0
1774,40011023,,p,1,0
1775,40011027,,p,1,0
1776,40012001,,p,1,0
1777,40012003,,p,1,0
1778,40012005,,p,1,0
1779,40012009,,p,1,0
1780,40012014,,p,1,0
1781,40012018,,qml,0,0
1782,40012018,,in,0,0
1783,40012018,7,in*,0,0
1784,40012018,7,in,0,0
1785,40012018,17,in*,0,0
1786,40012018,17,in,0,0
1787,40012018,24,in*,0,0
1788,40012018,24,in,0,0
1789,40012018,-1,in*,0,0
1790,40012019,,in,0,0
1791,40012019,6,in*,0,0
1792,40012019,6,in,0,0
1793,40012019,-1,in*,0,0
1794,40012020,,in,0,0
1795,40012020,7,in*,0,0
1796,40012020,7,in,0,0
1797,40012020,13,in*,0,0
1798,40012020,13,in,0,0
1799,40012020,-1,in*,0,0
1800,40012021,,in,0,0
1801,40012021,-1,in*,0,0
1802,40012021,-1,qml*,0,0
1803,40012022,,p,1,0
1804,40012024,,p,1,0
1805,40012027,,p,1,0
1806,40012028,,p,1,0
1807,40012031,,p,1,0
1808,40012033,,p,1,0
1809,40012034,,p,1,0
1810,40012038,,p,1,0
1811,40012041,,p,1,0
1812,40012042,,p,1,0
1813,40012043,,p,1,0
1814,40012046,,p,1,0
1815,40013001,,p,1,0
1816,40013003,,p,1,0
1817,40013010,,p,1,0
1818,40013014,11,qml,0,0
1819,40013014,11,in,0,0
1820,40013014,18,in*,0,0
1821,40013014,18,in,0,0
1822,40013014,-1,in*,0,0
1823,40013015,,in,0,0
1824,40013015,9,in*,0,0
1825,40013015,9,in,0,0
1826,40013015,16,in*,0,0
1827,40013015,16,in,0,0
1828,40013015,21,in*,0,0
1829,40013015,21,in,0,0
1830,40013015,29,in*,0,0
1831,40013015,29,in,0,0
1832,40013015,34,in*,0,0
1833,40013015,34,in,0,0
1834,40013015,39,in*,0,0
1835,40013015,39,in,0,0
1836,40013015,41,in*,0,0
1837,40013015,41,in,0,0
1838,40013015,-1,in*,0,0
1839,40013015,-1,qml*,0,0
1840,40013016,,p,1,0
1841,40013024,,p,1,0
1842,40013027,,p,1,0
1843,40013031,,p,1,0
1844,40013033,,p,1,0
1845,40013034,,p,1,0
1846,40013036,,p,1,0
1847,40013044,,p,1,0
1848,40013047,,p,1,0
1849,40013045,,p,1,0
1850,40013052,,p,1,0
1851,40013057,5,p,1,0
1852,40014001,,p,1,0
1853,40014006,,p,1,0
1854,40014009,,p,1,0
1855,40014011,,p,1,0
1856,40014013,,p,1,0
1857,40014016,,p,1,0
1858,40014022,,p,1,0
1859,40014028,,p,1,0
1860,40014034,,p,1,0
1861,40015001,,p,1,0
1862,40015008,,qml,0,0
1863,40015008,,in,0,0
1864,40015008,8,in*,0,0
1865,40015008,8,in,0,0
1866,40015008,-1,in*,0,0
1867,40015009,,in,0,0
1868,40015009,5,in*,0,0
1869,40015009,5,in,0,0
1870,40015009,-1,in*,0,0
1871,40015009,-1,qml*,0,0
1872,40015015,,p,1,0
1873,40015021,,p,1,0
1874,40015024,,p,1,0
1875,40015028,,p,1,0
1876,40015029,,p,1,0
1877,40015032,,p,1,0
1878,40015035,,p,1,0
1879,40016001,,p,1,0
1880,40016002,,p,1,0
1881,40016005,,p,1,0
1882,40016007,,p,1,0
1883,40016015,,p,1,0
1884,40016017,,p,1,0
1885,40016021,,p,1,0
1886,40016024,,p,1,0
1887,40017001,,p,1,0
1888,40017003,,p,1,0
1890,40017006,,p,1,0
1891,40017009,,p,1,0
1892,40017010,,p,1,0
1893,40017014,,p,1,0
1894,40017017,,p,1,0
1895,40017022,,p,1,0
1896,40017024,,p,1,0
1897,40017025,,p,1,0
1898,40018001,,p,1,0
1899,40018007,,p,1,0
1900,40018009,,p,1,0
1901,40018010,,p,1,0
1902,40018012,,p,1,0
1903,40018018,,p,1,0
1904,40018019,,p,1,0
1905,40018021,,p,1,0
1906,40018031,,p,1,0
1907,40018032,,p,1,0
1908,40018035,,p,1,0
1909,40019001,,p,1,0
1910,40019003,,p,1,0
1911,40019004,,p,1,0
1912,40019007,,p,1,0
1913,40019008,,p,1,0
1915,40019010,,p,1,0
1916,40019013,,p,1,0
1918,40019016,,p,1,0
1919,40019018,,p,1,0
1920,40019018,4,p,1,0
1921,40019020,,p,1,0
1922,40019021,,p,1,0
1923,40019022,,p,1,0
1924,40019023,,p,1,0
1925,40019025,,p,1,0
1926,40019027,,p,1,0
1927,40019028,,p,1,0
1928,40020001,,p,1,0
1929,40020003,,p,1,0
1930,40020006,,p,1,0
1931,40020008,,p,1,0
1932,40020009,,p,1,0
1933,40020017,,p,1,0
1934,40020020,,p,1,0
1935,40020022,,p,1,0
1936,40020029,,p,1,0
1937,40020032,,p,1,0
1939,40020034,,p,1,0
1940,40021001,,p,1,0
1941,40021005,,q,0,1
1942,40021005,,in,0,0
1943,40021005,6,in*,0,0
1944,40021005,6,in,0,0
1945,40021005,12,in*,0,0
1946,40021005,12,in,0,0
1947,40021005,18,in*,0,0
1948,40021005,18,in,0,0
1949,40021005,-1,in*,0,0
1950,40021005,-1,q*,0,0
1951,40021006,,p,1,0
1952,40021008,,p,1,0
1953,40021010,,p,1,0
1954,40021014,,p,1,0
1955,40021018,,p,1,0
1956,40021020,,p,1,0
1957,40021023,,p,1,0
1958,40021024,,p,1,0
1959,40021025,13,p,1,0
1961,40021028,,p,1,0
1962,40021033,,p,1,0
1963,40021037,,p,1,0
1964,40021042,,p,1,0
1965,40021042,11,q,0,1
1966,40021042,11,in,0,0
1967,40021042,18,in*,0,0
1968,40021042,18,in,0,0
1969,40021042,26,in*,0,0
1970,40021042,26,in,0,0
1971,40021042,-1,in*,0,0
1972,40021042,-1,q*,0,0
1973,40021045,,p,1,0
1974,40022001,,p,1,0
1975,40022008,,p,1,0
1976,40022011,,p,1,0
1977,40022015,,p,1,0
1978,40022021,5,p,1,0
1979,40022021,,p,1,0
1980,40022023,,p,1,0
1981,40022029,,p,1,0
1982,40022041,,p,1,0
1983,40022042,11,p,1,0
1984,40022044,,q,0,1
1985,40022044,-1,in*,0,0
1986,40022044,,in,0,0
1987,40022044,13,in*,0,0
1988,40022044,13,in,0,0
1989,40022044,-1,q*,0,0
1990,40022046,,p,1,0
1991,40023001,,p,1,0
1992,40023004,,p,1,0
1993,40023008,,p,1,0
1994,40023011,,p,1,0
1995,40023013,,p,1,0
1996,40023015,,p,1,0
1997,40023016,,p,1,0
1998,40023023,,p,1,0
1999,40023025,,p,1,0
2000,40023027,,p,1,0
2001,40023033,,p,1,0
2002,40023037,,p,1,0
2003,40024001,,p,1,0
2004,40024003,,p,1,0
2005,40024004,,p,1,0
2006,40024009,,p,1,0
2007,40024015,,p,1,0
2008,40024019,,p,1,0
2009,40024023,,p,1,0
2010,40024026,,p,1,0
2011,40024029,,p,1,0
2012,40024031,,p,1,0
2013,40024032,,p,1,0
2014,40024034,,p,1,0
2015,40024037,,p,1,0
2016,40024043,,p,1,0
2017,40024045,,p,1,0
2018,40025001,,p,1,0
2019,40025006,,p,1,0
2020,40025011,,p,1,0
2021,40025013,,p,1,0
2022,40025016,,p,1,0
2023,40025019,,p,1,0
2024,40025022,,p,1,0
2025,40025031,,p,1,0
2026,40025034,,p,1,0
2027,40025041,,p,1,0
2029,40025044,,p,1,0
2030,40025045,,p,1,0
2031,40026001,,p,1,0
2032,40026003,,p,1,0
2033,40026006,,p,1,0
2034,40026010,,p,1,0
2035,40026014,,p,1,0
2036,40026017,,p,1,0
2037,40026018,,p,1,0
2038,40026020,,p,1,0
2039,40026025,,p,1,0
2040,40026025,14,p,1,0
2041,40026026,,p,1,0
2042,40026031,,p,1,0
2043,40026031,18,q,0,1
2044,40026031,18,in,0,0
2045,40026031,22,in*,0,0
2046,40026031,22,in,0,0
2048,40026031,-1,in*,0,0
2049,40026031,-1,q*,0,0
2050,40026033,,p,1,0
2051,40026034,,p,1,0
2052,40026035,,p,1,0
2053,40026036,,p,1,0
2054,40026042,,p,1,0
2055,40026044,,p,1,0
2056,40026046,,p,1,0
2057,40026049,,p,1,0
2058,40026051,,p,1,0
2059,40026055,,p,1,0
2060,40026057,,p,1,0
2061,40026059,,p,1,0
2062,40026062,,p,1,0
2063,40026064,,p,1,0
2064,40026066,4,p,1,0
2065,40026065,,p,1,0
2066,40026069,,p,1,0
2067,40026071,,p,1,0
2068,40026073,,p,1,0
2069,40026074,12,p,1,0
2070,40027001,,p,1,0
2071,40027003,,p,1,0
2072,40027004,6,p,1,0
2073,40027005,,p,1,0
2074,40027006,,p,1,0
2075,40027009,11,qml,0,0
2076,40027009,11,in,0,0
2077,40027009,16,in*,0,0
2078,40027009,16,in,0,0
2079,40027009,20,in*,0,0
2080,40027009,20,in,0,0
2081,40027009,-1,in*,0,0
2082,40027010,,in,0,0
2083,40027010,9,in*,0,0
2084,40027010,9,in,0,0
2085,40027010,-1,in*,0,0
2086,40027010,-1,qml*,0,0
2087,40027011,23,p,1,0
2088,40027011,,p,1,0
2089,40027012,,p,1,0
2090,40027013,,p,1,0
2091,40027014,,p,1,0
2092,40027019,,p,1,0
2093,40027020,,p,1,0
2095,40027021,,p,1,0
2096,40027022,,p,1,0
2098,40027023,,p,1,0
2099,40027023,11,p,1,0
2100,40027024,,p,1,0
2101,40027025,,p,1,0
2102,40027027,,p,1,0
2103,40027032,,p,1,0
2104,40027035,,p,1,0
2105,40027038,,p,1,0
2106,40027045,,p,1,0
2107,40027050,,p,1,0
2108,40027055,,p,1,0
2109,40027057,,p,1,0
2110,40027062,,p,1,0
2111,40027065,,p,1,0
2112,40027066,,p,1,0
2115,40028008,,p,1,0
2116,40028009,,p,1,0
2117,40028011,,p,1,0
2118,40028016,,p,1,0
2119,40004012,,p,1,0
2120,40005017,,p,1,0
2121,40006002,,p,1,0
2122,40006016,,p,1,0
2123,40007021,,p,1,0
2124,40007026,,p,1,0
2125,40007028,,p,1,0
2126,40008010,,p,1,0
2127,40010002,,p,1,0
2128,40010016,,p,1,0
2129,40010040,,p,1,0
2130,40011007,,p,1,0
2131,40011016,,p,1,0
2132,40011025,,p,1,0
2133,40012025,,p,1,0
2134,40012039,,p,1,0
2135,40013018,,p,1,0
2136,40013035,9,q,0,1
2137,40013035,9,in,0,0
2138,40013035,16,in*,0,0
2139,40013035,16,in,0,0
2140,40013035,-1,in*,0,0
2141,40013035,-1,q*,0,0
2142,40013053,,p,1,0
2143,40014015,,p,1,0
2144,40014024,,p,1,0
2145,40014030,,p,1,0
2146,40015003,,p,1,0
2147,40015010,,p,1,0
2148,40015012,,p,1,0
2149,40016013,,p,1,0
2150,40016023,,p,1,0
2151,40017019,,p,1,0
2152,40018015,,p,1,0
2153,40018023,,p,1,0
2154,40018028,,p,1,0
2155,40019009,,p,1,0
2156,40019011,,p,1,0
2157,40019017,,p,1,0
2158,40019026,,p,1,0
2159,40020024,,p,1,0
2160,40021012,,p,1,0
2161,40021015,,p,1,0
2162,40021021,,p,1,0
2163,40021041,,p,1,0
2164,40022018,,p,1,0
2165,40022034,,p,1,0
2166,40022037,,p,1,0
2167,40023029,,p,1,0
2168,40024048,,p,1,0
2169,40025024,,p,1,0
2170,40025026,,p,1,0
2171,40025037,,p,1,0
2172,40025040,,p,1,0
2173,40026023,,p,1,0
2174,40026040,,p,1,0
2175,40027033,,p,1,0
2176,40027039,,p,1,0
2177,40028005,,p,1,0
2178,42001001,,p,1,0
2179,42001005,,p,1,0
2180,42001013,,p,1,0
2181,42001018,,p,1,0
2182,42001021,,p,1,0
2183,42001019,,p,1,0
2184,42001024,,p,1,0
2185,42001026,,p,1,0
2187,42001034,,p,1,0
2188,42001038,,p,1,0
2189,42001039,,p,1,0
2190,42001046,,p,1,0
2191,42001046,5,qml,0,0
2192,42001046,5,in,0,0
2193,42001046,-1,in*,0,0
2194,42001047,,in,0,0
2195,42001047,-1,in*,0,0
2196,42001048,,in,0,0
2197,42001048,10,in*,0,0
2198,42001048,10,in,0,0
2199,42001048,-1,in*,0,0
2200,42001049,,in,0,0
2201,42001049,8,in*,0,0
2202,42001049,8,in,0,0
2203,42001049,-1,in*,0,0
2204,42001050,,in,0,0
2205,42001050,10,in*,0,0
2206,42001050,10,in,0,0
2208,42001050,-1,in*,0,0
2209,42001051,,in,0,0
2210,42001051,6,in*,0,0
2211,42001051,6,in,0,0
2212,42001051,-1,in*,0,0
2213,42001052,,in,0,0
2214,42001052,7,in*,0,0
2215,42001052,7,in,0,0
2216,42001052,-1,in*,0,0
2217,42001053,,in,0,0
2218,42001053,6,in*,0,0
2219,42001053,6,in,0,0
2220,42001053,-1,in*,0,0
2221,42001054,,in,0,0
2224,42001054,-1,in*,0,0
2225,42001055,,in,0,0
2226,42001055,7,in*,0,0
2227,42001055,7,in,0,0
2228,42001055,-1,in*,0,0
2229,42001055,-1,qml*,0,0
2230,42001056,,p,1,0
2231,42001057,,p,1,0
2232,42001059,,p,1,0
2233,42001065,,p,1,0
2234,42001067,,p,1,0
2235,42001068,,qml,0,0
2236,42001068,,in,0,0
2237,42001068,8,in*,0,0
2238,42001068,8,in,0,0
