id,vidBegin,Woord,type,par,cit
3242,44022030,,p,1,0
3243,44023001,,p,1,0
3244,44023006,,p,1,0
3245,44023009,,p,1,0
3246,44023012,,p,1,0
3247,44023016,,p,1,0
3248,44023019,,p,1,0
3249,44023026,,p,1,0
3250,44023031,,p,1,0
3251,44023034,,p,1,0
3252,44024001,,p,1,0
3253,44024010,,p,1,0
3254,44024014,,p,1,0
3255,44024016,,p,1,0
3256,44024017,,p,1,0
3257,44024022,,p,1,0
3258,44024024,,p,1,0
3259,44024027,,p,1,0
3260,44025001,,p,1,0
3261,44025009,,p,1,0
3262,44025012,,p,1,0
3263,44025013,,p,1,0
3264,44025017,,p,1,0
3265,44025022,,p,1,0
3266,44026001,,p,1,0
3267,44026004,,p,1,0
3268,44026009,,p,1,0
3269,44026019,,p,1,0
3270,44026021,,p,1,0
3271,44027001,,p,1,0
3272,44027004,,p,1,0
3273,44027009,,p,1,0
3274,44027012,,p,1,0
3275,44027014,,p,1,0
3276,44027027,,p,1,0
3277,44027030,,p,1,0
3278,44027039,,p,1,0
3279,44027042,,p,1,0
3280,44028001,,p,1,0
3281,44028003,,p,1,0
3282,44028007,,p,1,0
3283,44028009,,p,1,0
3284,44028011,,p,1,0
3286,44028023,,p,1,0
3287,44028026,2,qml,0,0
3288,44028026,2,in,0,0
3289,44028026,9,in*,0,0
3290,44028026,9,in,0,0
3291,44028026,16,in*,0,0
3292,44028026,16,in,0,0
3293,44028026,-1,in*,0,0
3294,44028027,,in,0,0
3295,44028027,10,in*,0,0
3296,44028027,10,in,0,0
3297,44028027,15,in*,0,0
3298,44028027,15,in,0,0
3299,44028027,20,in*,0,0
3300,44028027,20,in,0,0
3301,44028027,26,in*,0,0
3302,44028027,26,in,0,0
3303,44028027,30,in*,0,0
3304,44028027,30,in,0,0
3305,44028027,34,in*,0,0
3306,44028027,34,in,0,0
3307,44028027,36,in*,0,0
3308,44028027,36,in,0,0
3309,44028027,-1,in*,0,0
3310,44028027,-1,qml*,0,0
3311,44028028,,p,1,0
3312,44028030,,p,1,0
3313,45009029,18,in*,0,0
3314,45009029,18,in,0,0
3315,45011026,10,in,0,0
3316,45011026,17,in*,0,0
3317,45011026,17,in,0,0
3318,44002017,,q,0,1
3319,44002017,,in,0,0
3320,44002017,7,in*,0,0
3321,44002017,7,q*,0,0
3322,44002017,10,qml,0,0
3323,44002017,10,in,0,0
3324,44002017,20,in*,0,0
3325,44002017,20,in,0,0
3326,44002017,29,in*,0,0
3327,44002017,29,in,0,0
3328,44002017,36,in*,0,0
3329,44002017,36,in,0,0
3330,44002017,-1,in*,0,0
3331,44002018,,in,0,0
3332,44002018,22,in*,0,0
3333,44002018,22,qml*,0,0
3334,44002019,,qml,0,0
3335,44002019,9,in*,0,0
3336,44002019,9,in,0,0
3337,44002019,,in,0,0
3338,44002019,-1,in*,0,0
3339,44002020,,in,0,0
3340,44002020,6,in*,0,0
3341,44002020,6,in,0,0
3342,44002020,11,in*,0,0
3343,44002020,11,in,0,0
3344,44002020,18,in*,0,0
3345,44002020,18,in,0,0
3346,44002020,-1,in*,0,0
3347,44002021,,in,0,0
3348,44002021,-1,in*,0,0
3349,44002021,-1,qml*,0,0
3351,44002025,,p,1,0
3352,44002025,7,qml,0,0
3353,44002025,7,in,0,0
3354,44002025,14,in*,0,0
3355,44002025,14,in,0,0
3356,44002025,-1,in*,0,0
3357,44002026,,in,0,0
3358,44002026,7,in*,0,0
3359,44002026,7,in,0,0
3360,44002026,12,in*,0,0
3361,44002026,12,in,0,0
3362,44002026,-1,in*,0,0
3363,44002027,,in,0,0
3364,44002027,11,in*,0,0
3365,44002027,11,in,0,0
3366,44002027,-1,in*,0,0
3367,44002028,,in,0,0
3368,44002028,7,in*,0,0
3369,44002028,7,in,0,0
3370,44002028,-1,in*,0,0
3371,44002028,-1,qml*,0,0
3372,44002029,,p,1,0
3373,44002012,,p,1,0
3374,44002034,13,qml,0,0
3375,44002034,13,in,0,0
3376,44002034,20,in*,0,0
3377,44002034,20,in,0,0
3378,44002034,-1,in*,0,0
3379,44002035,,in,0,0
3380,44002035,-1,in*,0,0
3381,44002035,-1,qml*,0,0
3382,44002036,,p,1,0
3383,44002037,,p,1,0
3385,44002043,,p,1,0
3386,43001032,,p,1,0
3387,43001040,,p,1,0
3388,43001043,,p,1,0
3389,43002009,,p,1,0
3390,43004019,,p,1,0
3391,43004030,,p,1,0
3392,43006026,,p,1,0
3393,43006034,,p,1,0
3394,43006060,,p,1,0
3395,43007040,,p,1,0
3396,43008012,,p,1,0
3397,43008041,10,p,1,0
3398,43008048,,p,1,0
3399,43009017,,p,1,0
3400,43009028,,p,1,0
3401,43009030,,p,1,0
3402,43010025,,p,1,0
3403,43011020,,p,1,0
3404,43011040,,p,1,0
3405,43011049,,p,1,0
3406,43012003,,p,1,0
3407,43012004,,p,1,0
3408,43012007,,p,1,0
3409,43012020,,p,1,0
3410,43012026,,p,1,0
3411,43012029,,p,1,0
3412,43012047,,p,1,0
3413,43013038,,p,1,0
3414,43014023,,p,1,0
3415,43015005,,p,1,0
3416,43016007,,p,1,0
3417,43016012,,p,1,0
3418,43017022,,p,1,0
3419,43018023,,p,1,0
3420,43018040,,p,1,0
3421,43019005,,p,1,0
3422,43019007,,p,1,0
3423,43019014,,p,1,0
3424,43019023,,p,1,0
3425,43021009,,p,1,0
3426,44001006,,p,1,0
3427,44001009,,p,1,0
3428,44001012,,p,1,0
3429,44001015,,p,1,0
3430,44001020,9,q,0,1
3431,44001020,9,in,0,0
3432,44001020,15,in*,0,0
3433,44001020,15,in,0,0
3434,44001020,23,in*,0,0
3435,44001020,23,q*,0,0
3436,44001020,25,q,0,1
3437,44001020,25,in,0,0
3438,44001020,-1,in*,0,0
3439,44001020,-1,q*,0,0
3440,44001023,,p,1,0
3441,44002005,,p,1,0
3442,44002034,,p,1,0
3443,44002041,,p,1,0
3444,44004013,,p,1,0
3445,44004015,,p,1,0
3446,44005017,,p,1,0
3447,44005025,,p,1,0
3448,44006005,,p,1,0
3449,44007033,,p,1,0
3450,44007044,,p,1,0
3452,44007059,,p,1,0
3453,44008009,,p,1,0
3454,44008018,,p,1,0
3455,44009013,,p,1,0
3456,44009042,,p,1,0
3457,44010030,,p,1,0
3458,44012010,,p,1,0
3459,44013006,,p,1,0
3460,44013016,,p,1,0
3461,44013032,,p,1,0
3462,44014027,,p,1,0
3463,44015004,,p,1,0
3464,44015022,,p,1,0
3465,44015036,,p,1,0
3466,44016013,,p,1,0
3467,44016019,,p,1,0
3468,44016040,,p,1,0
3469,44017016,,p,1,0
3470,44017022,,p,1,0
3471,44018009,,p,1,0
3472,44019013,,p,1,0
3473,44021027,,p,1,0
3474,44021040,,p,1,0
3475,44022006,,p,1,0
3476,44022017,,p,1,0
3477,44023022,,p,1,0
3478,44025006,,p,1,0
3479,44026024,,p,1,0
3480,44026030,,p,1,0
3481,44027033,,p,1,0
3482,44028017,,p,1,0
3483,44028021,,p,1,0
3484,47006014,,p,1,0
3485,47009008,,p,1,0
3486,47009005,,p,1,0
3487,47010007,,p,1,0
3488,47012015,12,p,1,0
3490,45015009,20,in*,0,0
3491,45015009,20,in,0,0
3492,45009026,14,in*,0,0
3493,45009026,14,in,0,0
3494,41003019,8,p,1,0
3495,44023011,,p,1,0
3496,44026028,,p,1,0
3497,44027021,,p,1,0
3498,46007032,,p,1,0
3499,46010006,,p,1,0
3500,46014001,,p,1,0
3501,47001015,,p,1,0
3502,47003017,,p,1,0
3503,47007006,,p,1,0
3504,47007013,,p,1,0
3505,56001005,,p,1,0
3506,40020033,,p,1,0
3507,40021027,11,p,1,0
3508,40027021,16,p,1,0
3509,48004027,5,in,0,0
3510,48004027,10,in*,0,0
3511,48004027,10,in,0,0
3512,48004027,17,in*,0,0
3513,48004027,17,in,0,0
3514,48004027,24,in*,0,0
3515,48004027,24,in,0,0
3516,48004027,-1,q*,0,0
3517,49004008,4,in,0,0
3518,49004008,12,in*,0,0
3519,49004008,12,in,0,0
3520,49004008,-1,q*,0,0
3521,45015009,13,q,0,1
3522,45015009,13,in,0,0
3523,58008011,10,in*,0,0
3524,58008011,10,in,0,0
3526,58002006,8,qml,0,0
3527,58002006,8,in,0,0
3528,41001002,9,qml,0,0
3529,41001002,9,in,0,0
3530,41001002,-1,in*,0,0
3531,40001006,10,p,1,0
3532,40027022,15,p,1,0
3533,41008014,,p,1,0
3534,41008031,,p,1,0
3535,42001054,6,in*,0,0
3536,42001054,6,in,0,0
3537,43005020,14,p,1,0
3538,42008037,20,p,1,0
3539,42008042,15,p,1,0
3540,42020016,13,p,1,0
3541,42022054,15,p,1,0
3542,43007053,,p,1,0
3543,43012037,,p,1,0
3544,43015018,,p,1,0
3545,43005009,18,p,1,0
3546,43006017,14,p,1,0
3547,43008009,18,p,1,0
3548,44028014,11,p,1,0
3549,44007005,12,p,1,0
3550,44007058,9,p,1,0
3551,44016012,18,p,1,0
3552,45002012,,p,1,0
3553,45010016,,p,1,0
3554,45003010,4,qml,0,0
3555,45003010,4,in,0,0
3556,45003010,-1,in*,0,0
3557,45003011,,in,0,0
3558,45003011,5,in*,0,0
3559,45003011,5,in,0,0
3560,45003011,-1,in*,0,0
3561,45015010,5,q,0,1
3562,50001027,,p,1,0
3563,51001015,,p,1,0
3564,54001003,,p,1,0
3565,54006002,31,p,1,0
3566,52003012,,p,1,0
3567,54001002,6,p,1,0
3568,54001005,,p,1,0
3569,54001012,,p,1,0
3570,55001015,,p,1,0
3571,58003007,,p,1,0
3572,58004014,,p,1,0
3573,58005011,,p,1,0
3574,58011035,11,p,1,0
3575,59001002,,p,1,0
3576,59003005,13,p,1,0
3577,59005016,14,p,1,0
3578,60001003,,p,1,0
3580,62003010,,p,1,0
3581,62005013,,p,1,0
3582,64001002,,p,1,0
3583,60001002,21,p,1,0
3584,61002010,17,p,1,0
3585,64001014,14,p,1,0
3586,66001004,,p,1,0
3587,66010003,12,p,1,0
3588,66017006,20,p,1,0
3589,58001005,27,in*,0,0
3590,58001005,27,in,0,0
3591,40004006,18,in,0,0
3592,40004006,25,q*,0,0
3593,45015010,5,in,0,0
3594,45015010,-1,q*,0,0
3595,45010016,11,in,0,0
3596,45010016,-1,q*,0,0
3598,42002032,6,in*,0,0
3599,42002032,6,in,0,0
3600,58004005,6,in,0,0
3601,58004005,-1,q*,0,0
